topic,conversation
최근 관심사,"재미있게 보는 드라마 있으세요?
네 비밀의 숲이라는 드라마에 푹 빠져있어요.
오 저도 그거 들어봤어요! 어떤 내용인데요?
정의로운 검사와 외톨이 형사가 숨겨진 진실을 파헤치는 내용인데 배우들 연기도 좋고 내용도 흥미진진해요.
오 그렇군요. 저도 한번 봐야겠네요. 주인공이 누구예요?
주인공은 조승우인데 연기를 정말 잘하더라고요.
아 그 배우분! 저도 좋아해요. 다른 재미있는 드라마도 아세요?
음... 슬기로운 의사생활이라는 드라마도 재밌게 봤어요. 이건 병원에서 일어나는 의사들의 일상적인 이야기를 다룬 드라마예요.
오 이것도 흥미로운데요? 덕분에 볼 드라마가 많아졌네요. 감사합니다!"
최근 관심사,"즐겨 듣는 음악 있으세요?
네 뉴진스의 Hype Boy라는 신곡이 너무 좋아서 계속 듣고 있어요.
아 그 가수 좋아해요! 신곡 나왔어요? 어떤 스타일의 노래예요?
이번에는 신나는 댄스 팝인데 듣기 편하고 멜로디가 좋아요.
오 궁금하네요. 저도 한번 찾아 들어봐야겠어요.
네 꼭 들어보세요! OO님은 어떤 음악 들으세요?
저는 요즘 클래식 음악에 빠져있어요. 마음이 편안해지더라고요.
클래식도 좋죠. 가끔 듣는데 확실히 힐링 되는 느낌이에요.
기회가 되면 좋아하는 베토벤 곡도 추천해 드릴게요."
최근 관심사,"재미있는 책 읽으신 거 있으세요?
네 돌이킬 수 없는 약속이라는 소설을 읽었는데 정말 인상 깊었어요.
어떤 내용의 소설인데요?
한 번의 선택으로 인해 엇갈린 두 남녀의 운명을 그린 스릴러인데 인간의 심리를 섬세하게 묘사해서 좋았어요.
오 저도 심리 소설 좋아하는데! 작가가 누구예요?
작가는 야쿠마루 쇼인데 문장도 아름답고 흡입력 있더라고요.
나중에 저도 한번 읽어봐야겠네요. 다른 추천하고 싶은 책 있으세요?
음... 김영하 작가의 여행의 이유라는 에세이도 좋았어요. 이건 작가가 여러 도시를 여행하면서 느꼈던 생각들을 담담하게 풀어낸 책이에요.
좋은 책 추천 감사합니다! 덕분에 책 읽는 즐거움이 더 커질 것 같아요."
최근 관심사,"새로 시작한 취미 있으세요?
네 최근에 프랑스 자수를 시작했어요. 아직 초보지만 재미있더라고요.
오 멋지시네요! 어떤 빵을 주로 만드세요?
아직은 간단한 컵받침이나 손수건 정도 만들고 있어요. 나중에는 예쁜 꽃 액자도 만들어보고 싶어요.
정말 대단하세요! 저는 요리하는 건 좋아하는데 바느질은 어렵더라고요.
해보니 생각보다 재미있어요. 나중에 제가 만든 수국 자수 작품 한번 보실래요?
정말요? 감사합니다! 기대되네요.
OO님은 특별히 즐기는 취미 있으세요?"
최근 관심사,"관심 있는 뉴스나 이슈 있으세요?
최근에 플라스틱 재활용 문제에 대한 다큐멘터리를 보고 나서 심각성을 느끼고 있어요.
저도 환경 문제에 관심이 많아요. 어떤 내용이었는데요?
바다에 버려진 플라스틱 쓰레기들이 해양 생물들에게 미치는 심각한 영향에 대한 내용인데 우리가 얼마나 심각한 상황에 있는지 알 수 있었어요.
정말 안타까운 현실이네요. 우리도 작은 것부터 실천해야 할 것 같아요.
맞아요. 그래서 저도 텀블러를 사용하고 대중교통을 이용하려고 노력하고 있어요.
저도 동참해야겠네요. 다른 관심 있는 이슈 있으세요?
음... 최근에 인공지능 윤리 문제 관련 뉴스도 흥미롭게 보고 있어요."
최근 관심사,"즐겨 보는 유튜브 채널 있으세요?
네 피식대학이라는 채널을 즐겨 보고 있어요.
어떤 콘텐츠를 다루는 채널인데요?
다양한 상황극과 코미디 쇼를 진행하는 채널인데 유익하고 재미있어서 자주 보게 되더라고요.
오 저도 한번 찾아봐야겠네요. 추천하는 영상 있으세요?
최근에 올라온 '최준의 니Present'라는 영상이 정말 재밌었어요.
감사합니다! 퇴근하고 한번 봐야겠네요.
OO님은 어떤 유튜브 채널 즐겨 보세요?"
최근 관심사,"관심 있는 패션 아이템 있으세요?
최근에 와이드 팬츠에 푹 빠져서 다양한 디자인을 찾아보고 있어요.
오 와이드 팬츠 멋있죠! 어떤 종류의 옷을 좋아하세요?
주로 편안하면서도 스타일리시한 옷을 좋아하는데 찰랑거리는 소재의 검정색 와이드 팬츠가 딱이더라고요.
와이드 팬츠는 확실히 활동하기 편한 것 같아요. 어디서 주로 구매하세요?
주로 온라인 쇼핑몰이나 SPA 브랜드에서 다양한 디자인을 비교해보고 구매하고 있어요.
팁 감사합니다! 저도 한번 찾아봐야겠네요.
OO님은 특별히 관심 있는 패션 스타일 있으세요?"
최근 관심사,"관심 있는 운동 있으세요?
최근에 크로스핏을 시작했는데 전신 운동이 돼서 좋더라고요.
오 크로스핏 좋죠! 저도 예전에 잠깐 했었는데 강도가 높아서 힘들더라고요.
꾸준히 하면 체력 향상에 정말 좋다고 하더라고요. 다른 운동도 해보셨어요?
네 예전에는 헬스를 오래 했었어요. 근력 운동에 효과가 좋았어요.
헬스도 좋은 운동이죠. 저도 다시 시작해볼까 생각 중이에요.
기회가 되면 같이 크로스핏 해봐요!"
최근 관심사,"관심 있는 전시회나 행사 있으세요?
최근에 모네 특별 전시회를 보고 왔는데 정말 인상 깊었어요.
어떤 분야 전시회인데요?
인상주의 화가들의 작품 전시회인데 빛의 표현이 정말 훌륭하더라고요.
오 저도 인상주의 화가들 좋아하는데! 언제까지 하나요?
이번 주말까지 한다고 들었어요. 시간 되시면 한번 가보시는 걸 추천드려요.
좋은 정보 감사합니다! 저도 꼭 한번 가봐야겠네요.
OO님은 관심 있는 행사 있으세요?"
최근 관심사,"관심 있는 맛집 있으세요?
최근에 봉골레 파스타 맛집을 발견했는데 정말 맛있더라고요.
어디에 있는 곳인데요?
[맛집 위치]에 있는데 분위기도 좋고 신선한 바지락이 듬뿍 들어간 봉골레 파스타가 특히 맛있었어요.
오 이탈리아 음식 정말 좋아하는데! 나중에 한번 같이 가봐요.
좋아요! 다음에 시간 맞춰서 같이 가요.
다른 맛집 아는 곳 있으세요?"
주변 사람 이야기,"어제 제 친구가 재미있는 이야기를 해줬는데 들어보실래요?
네 뭔데요? 궁금하네요!
글쎄 친구가 길을 걷다가 우연히 옛날 초등학교 6학년 담임 선생님을 만났대요.
오 정말요? 오랜만에 만났겠네요! 선생님은 그대로셨어요?
네 거의 그대로셨대요. 친구 이름도 바로 기억하시고 반갑게 맞아주셨다고 하더라고요.
정말 신기하네요. 은사님을 길에서 우연히 만나다니!
그러게요. 친구도 너무 놀랐다고 하더라고요. 연락처 주고받고 다음에 맛있는 떡볶이 같이 먹기로 했대요.
훈훈하네요. 저도 학창 시절 선생님들 가끔 생각나는데...
그러게요. 옛날 생각도 나고 좋았대요."
주변 사람 이야기,"제 동료 김민지 씨가 이번에 승진했어요! 정말 대단하지 않아요?
와 정말 축하할 일이네요! 얼마나 열심히 일했는지 아니까 더 기쁘네요.
맞아요. 밤낮으로 열심히 노력하더니 드디어 팀장으로 승진했네요.
승진턱 쏜다고 하던가요? 기대되네요!
아직 이야기는 없었는데 조만간 좋은 소식이 있지 않을까요?
그럴 것 같아요. 좋은 사람들과 함께 일하는 건 정말 큰 복인 것 같아요.
맞아요. 동료 덕분에 힘든 일도 잘 이겨낼 수 있었죠.
저도 좋은 동료들 덕분에 회사 생활이 즐거워요."
주변 사람 이야기,"제 여동생 수현이가 얼마 전에 2년 만난 남자친구랑 헤어졌대요. 너무 속상해하더라고요.
어머 정말요? 얼마나 마음 아플까요...
네 오랫동안 만났던 친구라 더 힘들어하는 것 같아요.
옆에서 많이 위로해주셨어요?
네 최대한 옆에서 이야기 들어주고 같이 맛있는 거 먹으면서 시간 보내려고 노력하고 있어요.
역시 언니밖에 없네요. 동생분 힘내라고 따뜻하게 전해주세요.
네 고마워요. OO님도 힘든 일 있으면 언제든 편하게 이야기하세요."
주변 사람 이야기,"제 조카 민준이가 이번에 서울대학교 컴퓨터공학과에 합격했어요! 얼마나 기특한지 몰라요.
정말 축하드려요! 조카분이 정말 자랑스러우시겠어요.
네 얼마나 밤낮으로 노력했는지 옆에서 지켜봐서 더 감격스럽더라고요.
어떤 학과에 합격했어요? 원하는 곳이었나요?
네 평소에 가고 싶어 했던 인공지능학과에 합격해서 정말 좋아하더라고요.
정말 잘 됐네요! 앞으로 멋진 대학 생활 응원해주세요.
네 저도 열심히 응원해줄 거예요."
주변 사람 이야기,"제 친구 은주가 이번 주말에 결혼해요! 드디어 결혼하는 모습을 보게 되네요.
와 정말 축하드려요! 결혼식은 어디서 하는데요?
[결혼식 장소]에서 하는데 작은 규모로 가족 친척들만 초대해서 한다고 하더라고요.
아 요즘은 스몰 웨딩이 대세인 것 같아요. 친구분 정말 행복하시겠네요.
네 옆에서 보니 정말 좋아 보이더라고요. 저도 덩달아 기분이 좋았어요.
결혼식 가서 축하 많이 해주고 오세요!"
주변 사람 이야기,"저희 어머니가 얼마 전에 무릎 인공관절 수술을 받으셨는데 다행히 잘 회복하고 계세요.
정말 다행이네요! 많이 걱정하셨을 텐데 마음 놓으셨겠어요.
네 수술 결과도 좋고 식사도 잘 하셔서 정말 다행이에요.
옆에서 잘 간호해주세요. 쾌차하시길 바랍니다."
주변 사람 이야기,"회사 선배 박철수 씨가 이번에 판교로 이사를 갔는데 집이 정말 좋더라고요.
오 정말요? 어디로 이사 가셨는데요?
[이사 간 곳]으로 가셨는데 뷰도 좋고 집도 넓어졌다고 하더라고요.
정말 부럽네요! 저도 나중에 그런 집에서 살고 싶어요.
선배도 오랫동안 꿈꿔왔던 집이라 정말 좋아하시더라고요.
역시 열심히 노력하면 좋은 날이 오는 것 같아요.
맞아요. 저도 더 열심히 살아야겠어요."
주변 사람 이야기,"옆집에 새로 이사 온 분이 있는데 인상이 참 좋으시더라고요.
아 그래요? 어떤 분이세요?
인사를 나눴는데 따뜻하고 친절하신 분 같았어요.
새로운 이웃이 좋은 분이라서 다행이네요.
맞아요. 이사 와서 처음 만나는 분인데 기분이 좋았어요.
저도 좋은 이웃 만나면 마음이 편안해지더라고요."
주변 사람 이야기,"제 사촌 동생이 이번에 대학교 졸업 작품 전시회를 하는데 보러 갈 예정이에요.
오 정말요? 어떤 작품을 전시하는데요?
[작품 종류]인데 4년 동안 열심히 준비했다고 하더라고요.
정말 기대되네요! 졸업 작품 전시회는 뭔가 뭉클한 감동이 있죠.
맞아요. 얼마나 뿌듯할까요. 저도 가서 많이 응원해주고 와야겠어요."
주변 사람 이야기,"저희 팀 막내 김주임이 이번에 첫 차를 샀다고 엄청 좋아하더라고요.
오 정말요? 어떤 차를 샀는데요?
[차 종류]인데 드디어 자기 차가 생겼다고 얼마나 신나하던지 몰라요.
첫 차는 정말 특별하죠! 저도 아직 첫 차 살 때 기분이 생생하네요.
그러게요. 이제 여기저기 드라이브 다니면서 좋은 추억 많이 만들겠죠?"
주변 사람 이야기,"제 친구가 이번에 유럽으로 긴 여행을 떠났는데 사진 보니까 정말 멋있더라고요.
오 정말요? 어디어디 갔는데요?
프랑스 이탈리아 스위스를 돌면서 풍경 사진을 보내줬는데 그림 같았어요.
와 저도 유럽 여행 정말 가고 싶어요! 친구분은 얼마나 다녀왔어요?
한 달 정도 다녀온다고 하더라고요. 완전 부러워요.
그러게요. 저도 돈 열심히 모아서 꼭 유럽 여행 가봐야겠어요."
주변 사람 이야기,"옆 사무실 이대리님이 이번에 쌍둥이 아빠가 되셨대요! 완전 축하할 일이죠?
와 정말 대단하시네요! 쌍둥이는 정말 힘들 텐데...
그래도 엄청 기뻐하시더라고요. 딸 쌍둥이라고 하던데 얼마나 예쁠까요?
정말 축하드릴 일이네요. 저도 나중에 예쁜 아이들 낳고 싶어요."
주변 사람 이야기,"저희 아파트 옆 동에 사는 할머니께서 얼마 전에 로또 1등에 당첨되셨대요!
정말요? 대박! 얼마나 받으셨대요?
정확한 금액은 모르겠는데 엄청난 금액이라고 하더라고요. 완전 인생 역전이시네요.
와 정말 부럽네요. 저도 매주 로또 사는데... 혹시 꿈에 뭐 나오셨대요?"
주변 사람 이야기,"제 친척 형이 이번에 변호사 시험에 합격했어요! 얼마나 자랑스러운지 몰라요.
정말 축하드려요! 얼마나 오랫동안 고생했을지 상상도 안 돼요.
네 정말 끈기 있게 노력하더니 드디어 결실을 맺었네요. 가족들 모두 너무 기뻐하고 있어요.
역시 대단하시네요. 앞으로 멋진 변호사 되시길 응원할게요."
주변 사람 이야기,"저희 회사 경비 아저씨께서 얼마 전에 길에서 쓰러진 할머니를 구하셨대요.
정말요? 어떻게 된 일인데요?
순찰 중에 길가에 쓰러져 있는 할머니를 발견하시고 119에 신고하고 응급처치까지 하셨다고 하더라고요.
정말 대단하신 분이네요! 덕분에 할머니께서 무사하셨다니 정말 다행이에요.
맞아요. 저희 회사에 그런 멋진 분이 계시다니 자랑스러워요."
주변 사람 이야기,"제 동네에 새로 생긴 빵집이 있는데 빵 맛이 정말 예술이더라고요.
오 그래요? 어떤 빵이 맛있어요?
저는 특히 앙버터랑 소금빵이 맛있었어요. 빵 굽는 냄새도 너무 좋고요.
저도 빵 정말 좋아하는데! 조만간 한번 가봐야겠네요. 위치가 어디예요?"
주변 사람 이야기,"회사 후배가 이번에 독립해서 자취를 시작했는데 엄청 신나하더라고요.
혼자 살면 자유롭고 좋죠! 혹시 집들이는 안 한다고 해요?
아직 이야기는 없었는데 조만간 하지 않을까요? 저도 초대받고 싶네요.
저도요! 후배가 요리를 잘해서 맛있는 거 많이 해줄 것 같아요."
주변 사람 이야기,"제 친구가 이번에 다니던 회사를 그만두고 창업을 준비하고 있대요.
오 어떤 아이템으로 창업하는 건데요?
자기가 오랫동안 좋아했던 분야인데 온라인 쇼핑몰을 준비하고 있다고 하더라고요.
창업 쉽지 않을 텐데 응원 많이 해줘야겠네요. 꼭 성공했으면 좋겠어요."
주변 사람 이야기,"저희 팀장님께서 이번 주말에 등산을 가신다고 엄청 설레어 하시더라고요.
팀장님 등산 좋아하시나 봐요? 어디로 가신대요?
네 평소에 등산을 즐겨 하시는데 이번에는 설악산으로 단풍 구경 가신다고 하더라고요.
와 설악산 단풍 정말 예쁘죠! 사진 많이 찍어 오시라고 해야겠네요."
주변 사람 이야기,"제 아는 동생이 이번에 봉사 동아리에 가입해서 활동하는 모습이 정말 보기 좋더라고요.
어떤 봉사 활동을 하는데요?
주로 독거노인분들께 도시락을 배달해 드리는 봉사 활동을 한다고 하더라고요. 마음이 따뜻한 친구 같아요.
정말 훈훈하네요. 저도 예전에 봉사 활동 잠깐 했었는데 정말 보람 있더라고요."
주변 사람 이야기,"제 옆 사무실에 새로 오신 분이 있는데 목소리가 정말 좋으시더라고요.
오 어떤 분이세요? 혹시 성우분이신가?
아니요 그냥 일반 회사원이신데 말씀하시는 게 차분하고 듣기 편안해요.
목소리 좋은 분들 부럽더라고요. 저는 목소리가 좀 톤이 높아서..."
주변 사람 이야기,"제 친구가 이번에 뮤지컬 배우 오디션에 합격했어요! 얼마나 기쁜지 몰라요.
정말 대단하네요! 얼마나 연습을 많이 했을까요?
네 정말 오랜 시간 동안 꿈을 향해 노력하더니 드디어 결실을 맺었네요. 곧 공연 보러 가기로 했어요.
와 정말 멋있다! 나중에 유명해지면 사인 받아 놔야겠네요."
주변 사람 이야기,"저희 건물 1층 카페 사장님께서 커피 맛집으로 유명해지셨대요.
오 정말요? 전에는 그냥 그랬던 것 같은데 무슨 비결이 있으신가?
원두를 바꾸셨다고 하더라고요. 확실히 커피 향도 좋고 맛도 깊어졌어요.
저도 내일 아침에는 그 카페에서 커피 한잔 마셔야겠네요."
주변 사람 이야기,"제 동료가 이번에 기타 동호회에 가입했는데 매주 실력이 느는 게 보이더라고요.
오 기타 치는 거 좋아하나 봐요? 혹시 공연도 해요?
아직 실력이 초보 수준이라 공연은 안 하지만 나중에 실력이 늘면 작은 무대에도 서고 싶다고 하더라고요.
악기 하나쯤 다룰 수 있으면 정말 좋을 것 같아요. 저도 배워볼까..."
주변 사람 이야기,"저희 동네 꽃집 사장님께서 꽃꽂이 대회에서 대상을 받으셨대요!
정말 멋지시네요! 그 꽃집 갈 때마다 꽃들이 정말 예쁘던데 실력이 대단하신 것 같아요.
네 솜씨가 정말 뛰어나신 것 같아요. 이번에 상 받으신 작품 사진 봤는데 정말 아름다웠어요."
주변 사람 이야기,"제 회사 앞에 있는 식당 아주머니께서 손맛이 좋기로 유명하시대요.
오 어떤 음식을 잘 하시는데요?
특히 된장찌개랑 김치찌개가 정말 맛있어요. 점심시간에 항상 손님들로 북적거려요.
저도 한번 가서 먹어봐야겠네요. 집밥 같은 음식이 가끔 생각나더라고요."
주변 사람 이야기,"제 친구가 이번에 번지점프에 도전했는데 엄청 스릴 있었다고 하더라고요.
번지점프요? 저는 상상만 해도 무서운데 대단하네요! 어디 가서 했대요?
가평에 있는 번지점프대에서 했다고 하더라고요. 뛰어내릴 때 심장이 멎는 줄 알았대요.
저는 평생 못 할 것 같아요... 그래도 친구분 용기가 대단하네요."
주변 사람 이야기,"저희 동네 미용실 원장님께서 머리를 정말 잘 자르신다고 소문났더라고요.
오 그래요? 저는 항상 가는 곳만 가는데 한번 바꿔볼까... 어떤 스타일을 잘 하세요?
단발머리나 레이어드 컷을 특히 잘 하시는 것 같아요. 손님들 만족도가 높더라고요.
저도 조만간 가서 상담 한번 받아봐야겠네요."
주변 사람 이야기,"제 회사 동료가 이번에 마라톤 풀코스를 완주했대요! 정말 끈기가 대단한 것 같아요.
마라톤 풀코스요? 정말 존경스럽네요! 평소에 운동을 꾸준히 했나 봐요?
네 평소에도 달리기를 즐겨 하더니 결국 풀코스까지 완주하더라고요. 저도 자극받아서 운동 좀 시작해야겠어요."
주변 사람 이야기,"제 아는 언니가 이번에 플로리스트 자격증을 땄는데 솜씨가 정말 뛰어나더라고요.
플로리스트요? 꽃꽂이하는 거 정말 예쁘던데! 나중에 꽃 선물할 일 있으면 부탁드려야겠네요.
네 언니가 만든 꽃다발 보면 정말 기분이 좋아져요. 혹시 필요하면 저한테 말하세요."
여행 경험 및 계획,"저는 작년에 제주도에 다녀왔는데 정말 좋았어요.
오 제주도 좋죠! 어디를 주로 여행하셨어요?
성산일출봉 섭지코지 함덕 해수욕장 등 유명한 곳들을 둘러봤어요. 특히 바다가 정말 아름다웠어요.
저도 제주도 정말 좋아하는데 최근에 못 갔네요. 맛있는 음식도 많이 드셨어요?"
여행 경험 및 계획,"저는 해외여행을 좋아해서 매년 한 번씩은 꼭 나가려고 노력해요.
와 멋지시네요! 가장 기억에 남는 여행지는 어디예요?
저는 이탈리아 로마가 가장 기억에 남아요. 고대 유적들이 정말 웅장하고 아름다웠어요.
저도 유럽 여행 꼭 한번 가보고 싶어요. 혹시 추천하는 나라 있으세요?"
여행 경험 및 계획,"저는 가까운 근교로 당일치기 여행을 자주 가는 편이에요.
당일치기 여행도 좋죠! 부담 없이 힐링하고 돌아올 수 있어서 좋은 것 같아요. 주로 어디로 가세요?
가평이나 양평 쪽으로 가서 맛있는 것도 먹고 자연 구경하고 와요.
저도 이번 주말에 가까운 곳으로 드라이브나 한번 다녀올까 생각 중이에요."
여행 경험 및 계획,"저는 캠핑카를 빌려서 전국을 여행하는 로망이 있어요.
캠핑카 여행 정말 낭만적이죠! 원하는 곳에서 자유롭게 머물 수 있다는 게 큰 장점인 것 같아요.
언젠가 꼭 한번 도전해보고 싶어요. 장비는 다 준비되셨어요?"
여행 경험 및 계획,"저는 친구들과 함께 배낭여행 가는 걸 좋아해요.
배낭여행은 젊음의 특권이죠! 힘들지만 잊지 못할 추억을 많이 만들 수 있을 것 같아요. 어디로 가보셨어요?
태국이나 베트남 같은 동남아시아 국가들을 주로 다녀왔어요. 물가도 저렴하고 볼거리도 많아요."
여행 경험 및 계획,"저는 역사 유적지 탐방하는 여행을 좋아해요.
역사 공부도 되고 그 시대의 문화를 느낄 수 있어서 의미 있는 여행인 것 같아요. 어디 가보셨어요?
경주나 부여 같은 옛 수도를 방문해서 역사적인 건축물들을 둘러봤어요."
여행 경험 및 계획,"저는 맛집 탐방 여행을 좋아해서 여행 가면 그 지역의 유명한 음식을 꼭 먹어봐요.
여행의 즐거움 중 하나가 맛있는 음식이죠! 가장 인상 깊었던 음식은 뭐였어요?
전주에 가서 먹었던 비빔밥이 정말 맛있었어요. 재료도 신선하고 양념도 특별하더라고요."
여행 경험 및 계획,"저는 휴양지에서 편안하게 쉬는 여행을 선호해요.
All-inclusive 리조트에 가서 먹고 자고 수영하고 마사지 받는 게 최고의 휴식이죠! 어디가 좋았어요?
몰디브나 발리 같은 곳은 정말 천국 같아요. 프라이빗 해변에서 여유로운 시간을 보낼 수 있어요."
여행 경험 및 계획,"저는 액티비티를 즐기는 여행을 좋아해서 스카이다이빙이나 래프팅 같은 익스트림 스포츠를 즐겨 해요.
정말 대단하시네요! 저는 보기만 해도 아찔한데... 가장 짜릿했던 경험은 뭐였어요?
뉴질랜드에서 했던 번지점프가 정말 스릴 넘쳤어요. 평생 잊지 못할 경험이었어요."
여행 경험 및 계획,"저는 반려동물과 함께 갈 수 있는 여행지를 찾아서 다니는 편이에요.
반려동물과 함께하는 여행은 정말 특별하죠! 함께 아름다운 곳을 다니면서 소중한 추억을 만들 수 있을 것 같아요. 어디가 좋았어요?
애견 동반 펜션이나 캠핑장을 주로 이용하는데 강아지들이 뛰어놀 수 있는 공간이 있는 곳을 선호해요."
최근의 목표나 계획,"제 최근 목표는 올해 안에 토익 900점을 넘기는 거예요.
오 토익 고득점 목표 멋지시네요! 지금 점수는 어느 정도 되세요?
지난번에 봤을 때 800점대 초반 나왔어요. 꾸준히 공부하면 가능할 것 같아요.
저도 토익 공부 다시 시작해야 하는데 의지가 약해서 잘 안 되더라고요."
