class,conversation
0,"쟤 잡아!
누구세요.! 왜 이러세요.!!
닥쳐. 우리가 누군지 왜 궁금해?
도대체.누구신데.이러시는거에요.!!
꼴을 보아하니 어디 갈 곳도 없는 노숙자같은데. 노숙자들은 쥐도새도 모르게 죽으면 그만이야.
당신이 뭔데.! 이거 놔!
어차피 사회에 필요도 없는 사람 장기라도 팔아서 좋은 일 해야지?
이.이거놔 ! 난 아직 죽고싶지 않아.! 
당신 같은 사람 한명 죽는다고 세상이 알아주지 않아 
당신들. 이거 다 불법인 거 몰라!? 이건 범죄라고.!!
우리가 그런 것도 모르고 움직이는 것 같아? 그러니까 너같은 하찭은 존재를 찾아다니는거야. 꽉 잡아 애들아."
4,"지난 회의 때 발표한 자료 깔끔하게 잘 봤어요.
감사합니다. 부족한 부분은 팀원들께 조언 많이 받았습니다.
그런 자세 아주 좋아요. 계속 그렇게만 하면 금방 적응할 겁니다."
2,"출산휴가 꼭 가야되는거야?
아 네 와이프 건강이 안좋기도해서요
그런데 그거하고오면 회사생활 잘할것같아?
네? 무슨말씀이신지
바쁠때 이기적으로 굴면 고과도 낮게줄수밖에없어
아.네 죄송합니다
아무리 사내 제도라고해도 너처럼 생각없는인간 못봤다
죄송합니다
눈치도 없구 우리땐 애태어나도 새벽까지회사있었어
철회하겠습니다"
4,"안녕하세요. 어제 받은 모니터가 켰을 때 화면이 깜빡거려요.
어제 포장 전까지는 문제 없었는데요. 어떤 상황인지 자세히 말씀해주실 수 있을까요?
HDMI 연결했는데 화면이 5초마다 꺼졌다 켜지더라고요.
혹시 다른 케이블이나 포트로도 테스트해보셨나요?
네 다른 PC랑 케이블로도 해봤는데 동일한 증상이에요.
그럼 일단 반품받고 확인해보겠습니다. 택배비는 반반 부담으로 괜찮을까요?
네 그렇게 하겠습니다. 오늘 보내드릴게요.
알겠습니다. 주소 다시 한 번 보내주세요."
1,"네. 길동샐러드입니다.
아 저기요. 제가 아까 거기서 길동샐러드 배달시켰는데. 샐러드에서 벌레가 나왔어요.
네? 벌레요? 대체 무슨.
길동샐러드를먹다가 왠지 이상한 느낌이 들어서 보니까 벌레가 있었다고요.
아 일단 손님. 죄송하고요. 그거 저희가 좀 확인해 보고 환불해드릴께요.
확인요? 지금 제가 거짓말을 한다는 건가요? 
아뇨 손님 그런뜻이 아니고.
샐러드에 벌레가 나왔는데 손님 의심이나 하고 망하고싶어요? 언론에 확 제보할까요? 
손님 죄송합니다. 일단 진정 좀 하시고요. 그럼 혹시 어떻게 해드리면 될까요?
제가 먹었던 샐러드 환불해주시고요. 정신적 위자료까지. 백만원 입금하세요. 내일까지 입금 안되면 이거 언론에 다 뿌려버릴꺼예요!! 그럼 당신들 망하는거야"
1,"야. 거기 머리 긴 애. 이리로 와봐.
갑자기 왜 반말로 절 부르는거예요? 짜증나게.
아 내가 오늘 담배를 사려는데 돈이 없어. 배추 한 장만 줘라.
그게 무슨. 말도 안 되는 소리 하지 마세요. 저 바빠요.
군소리 말고 빨리 내놔. 내가 오만원 달라고 하는것도 아니고 만원은 요즘 돈도 아냐.
그럼 본인이 가서 사던지요. 거지도 아니고 웬 구걸이람.
이게 정말. 좋은 말 오갈때 주는 게 나을거야.
자꾸 귀찮게 하지 마세요.
험한 꼴 보고싶어서 자꾸 지체하는거야? 한 대 맞고싶어?
어어 그러면 신고합니다. 그쪽이야말로 무리한 요구 마세요."
4,"선생님 603호 환자분 혈압이 계속 150 이상으로 높게 측정됩니다.
그래요? 처방된 혈압약은 제때 드렸고요?
네 투약 시간 맞춰 드렸는데 조절이 잘 안되네요.
알겠습니다. 그럼 용량 조절해서 추가 오더 낼게요. 차트 확인해주세요.
네 선생님. 확인하고 바로 투약 준비하겠습니다.
네 부탁해요. 다른 불편감은 없으시죠?
두통 약간 호소하셨습니다.
알겠습니다. 이따 회진 때 다시 볼게요."
3,"야야야 수진이 바람피다 걸렸데.
야 그게 무슨소리야 내가 바람을 왜 펴?
소문 다 났던데? 너 이미 걸레라고?
누가 그래? 내가 바람핀게 아닌데?
어쩌라고 걸레야 너 이제 우리학교 대표걸레됫어 
진짜 너네는 사실도 모르고 소문만 믿는거야?
그러게 처신을 잘하지 그랬어"
1,"학생
저말이십니까?
내가 배가 고파서 그러는데 돈 좀있나?
아니요 없는데요
부모님한테 용돈 받은거 있을꺼 아니야
지금은 없습니다
뒤져서 나오면?
정말 없습니다
주머니 밖으로 보이는 흰색 봉투는 뭐지?
그건 학원비인데요"
0,"야 장기 팔아도 안 죽어 
장기는 안됩니다
왜 안돼?
힘들지만 일 해서 .
쓰읍 너 정말 고생 덜했구나
아닙니다 살고 싶어요
심장도 아니고 폐잖아
그래도
그래도는 무슨 그래도야! 너 여기서 죽고 싶냐?
아니요 아닙니다 생각할 시간 좀 주시면."
1,"야 이강민 어떻게 됐어?
 미안.
 야 미쳤지 에어팟 하나 사주는게 그렇게 어려워
 이번달 용돈 다 줬잖아. 한 번만 봐주면 안될까?
 내 알빠야 그게? 너 내일까지 안 사오면 두고봐
 제발 승우야 다음달에는 사줄수 있어
 닥쳐 니네 엄마 지갑이라도 털어서 사와라 안 사오면 니 동생 너처럼 만들줄 알아
 알겠어 사올게 제발 동생은 건들지마
 꺼져 알겠으니까
 응. 제발 동생은 건들지말아줘"
3,"야
응?
너는 왜 이렇게 뚱뚱하냐?
그냥. 모르겠는데? 그게 너랑 무슨상관이야?
아 말 싸가지 없는거봐
니가 시비걸었잖아
니가 뚱뚱하니까 돼지같아서 돼지 냄새가 나잖아
그런 억지가 어딨어
제발 좀 꺼져
왜 그러는건데 나한테."
4,"그렇게 고생해서 사업 일으켰는데 갑자기 죽었다는 거야?
응. 심장마비래. 스트레스가 컸다더라.
인생 뭐냐 진짜… 아무리 열심히 살아도 죽으면 끝인데.
그래서 요즘은 그냥 적당히 살고 싶어."
2,"김대리 이거밖에 못해?
죄송합니다
후배들 하는걸 봐
죄송합니다. 고치겠습니다.
너 하나때문에 내가 얼마나 고생하는지 알아?
죄송합니다.
말을 그거밖에 못해? 정신나갔니?
아닙니다.
제대로 좀 해봐. 왜 살아?
죄송합니다.
이딴식으로 할거면 때려쳐
정말 죄송합니다."
4,"[자녀 이름]아 오늘 학교 급식 뭐 나왔어? 맛있었어?
오늘 [음식 이름] 나왔는데... 별로 맛없었어요.
어휴 또 맛없는 거 나왔나 보네. 혹시 친구들은 맛있다고 하던?
몇몇 애들은 그냥 먹던데요. 저는 그냥 조금만 먹었어요.
그래? 그럼 저녁에 맛있는 거 해줄게. 뭐 먹고 싶어?
음... [음식 종류] 먹고 싶어요."
0,"아니 이년이 어디서 서방이 말하는데 눈을 부라려
여보 제발 그만해요 우리애들 겁먹었어요
니가 제대로 못하니까 저 어린 것들도 나를 무시하는거 아니야
그런거 아니에요 무서워서 겁나서 눈도 못마주치는거에요
에잇 이놈의 집구석 다 같이 죽자
제발요 애들이 무슨 죄가 있어요
좆같은 세상 다같이 죽어버리자 
진정해요 제발 손에 든 소주병도 내려놓고요
이걸로 다 찔러 죽이고 나도 따라갈거야 식구들 보내고따라가야지
여보 제발"
2,"이거 오늘까지 다 해 주세요
네? 지금 퇴근 10분 전인데
얼마 된다구요. 
빨리 해도 두 세시간은 걸릴 것 같은데요.
금방 하시네요. 
내일 하면 안 될까요?
네 안되요. 빨리 끝내고 퇴근하세요.
좀 더 빨리 주셨어야죠.
지금 상사한테 무슨 태도예요? 이게? 사회생활 처음해요? 이거 근무 태만 입니다. 
하."
1,"자네 옆집 할망구랑 만나는가?
아니 어찌 알았는가?
어제 봤다네
아그래?
자네 그래도 되는지 모르겠네 이 동네바닥 소문 좁은데 이장인데 자네가 홀로 귀촌한 할망구 건들였다고소문이라도 나면 참 자네 얼굴 망신살뻗치네
아니 어디가서 말이라도 하려는가?
못할 것도 없지
그러지말게나.
그러면 자네 저번에 산 트럭터 좀 내가 가져다 써도 되겠는가?
그 트렉터로 먹고 사는데 어쩌 그러는가 하루 벌어 하루 사네
그래서 싫다고 ? 자네 딸이 읍에서 선생님하는데 아버지가 그런다면 챙피하지 않겄어?
알았네."
3,"이거 새로 사야할거같은데
에이 아니야 아직 쓸만하던데
아 진짜 오빠가 뭘 알아 ! 집구석에 들어오지 않는 양반이
내가 아니라면 아닌거야! 우리 형편에 . 안돼 사치야
그 놈의 형편 ! 진짜 구질구질하다 당신이 그렇게 빚 많고 가난했다는거 알았으면
애초에 결혼 안했어 !
뭐? 이 여편네가
뭐 ! 맞잖아 아끼면 뭐해 쥐꼬리만한테 월급받아오면서 지 술 마시기 바쁘고
뚫린 입이라고 아주
내가 없는 말 했어? 내 인생 당신 만난게 제일 최악이야
하."
1,"너 패딩 입어도 돼?
어.나 추워서 입고 있는 건데.
씨발나도 추운데 어쩔건데
미안.
아니 사과하지 말고 패딩 내놓으라고
아니 미안해 진짜 안돼
아니 누가 뺏는대? 너 나 도둑년 만드냐
아니 그게.
잠깐만 빌리겠다고 씨발 돌려주면 될 거 아냐
언제까지 돌려줄 수 있는데.?
내일주면 되잖아 시발아
그럼 나는 집에 어떻게 가라고.
그건 니가 알아서 하고 벗기기 전에 벗어"
2,"휴가 갔다온 지 얼마나 됐다고 병가를 쓰는거야?
몸이 너무 안 좋아서 죄송합니다.
너가 그렇게 회사일에 뒷전이니까 승진을 못 하는거 아냐. 생각을 해 봐.
열심히 하겠습니다.
물에 던지면 주둥이만 둥둥 뜨겠네. 행동으로 보여주란 말이야.
더욱 노력하겠습니다.
아무튼 너말고 아픈사람 천지니까 계속 일 해.
네 알겠습니다."
1,"300만원만 빌려줘.
또? 저번에도 빌렸짆아.
그건 그거고. 빨리 빌려줘
저번꺼 부터 갚고 얘기해줘.
뭐? 니 사진들이랑 정보 다 유출 당하고 싶어?
그거랑 돈이랑 무슨 상관인데.
그니까 좋은 말로 할 때 빌려줘. 갚을게
이제는 협박 까지 하네. 알았어
계좌번호 부를테니까 받아 적어
알았어. 언제까지 주면 돼?
내일까지 부탁해"
2,"미연씨 혹시 오늘 저녁에 뭐 먹어요?
저 오늘 아직 저녁 생각은 안해봤어요!
아. 혹시 그럼 오늘 저녁에 이거 먹을래요?
네? 아 혹시 저 주시려고 만드신 건가요?
아니 그건 아니고. 이게 내가 실수로 메뉴를 잘못 만들었는데 버리긴 아깝잖아
감사합니다! 그럼 제가 오늘 퇴근하면서 가져가겠습니다!
이거 원래 3만원 짜린데 내가 실수해서 2만원에 줄게요.
네?.아 혹시 제가 사서 가야하나요?
아니면 이번 달 월급에서 빼고 그래도 싸구려 음식도 아닌데 그냥 주기는 아깝잖아? 알겠죠? 그렇게 알고 있을게요.
아.저는 굳이.그렇게 까지.하"
3,"야 집에갈때 내 가방좀 들어줘
왜 
내가 어깨가 안좋아서 그래
너아까 배구하고 잘 놀더니 뭐가 아프니
야 같은 방향이고 친구끼리 이런것도 못해주냐
니가 나랑 무슨친구니 늘 괴롭히면서 
무슨 그런소리 난 니가 편해서 그런건데
나한테 이런부탁하지마 난 니가 싫으니
그래 딱 봐 나중에 
그만좀 날 괴롭혀 나도 니가 늘 괴롭혀서 죽고싶으니 자꾸 이럼 나도 신고할거야 학폭으로"
1,"고모 저희 엄마가 이모한테 맡겨두셨다는 돈 받으러 왔습니다.
어 그래 정수왔니? 근데 무슨 소리야?
저희 엄마가 돌아가시기 전에 고모한테 제 이름으로 된 통장. 
아아 그거? 아니 니네엄마도 참 웃겨. 그걸 왜 꼭 니 이름으로 해서는.
네? 아니 당연히. 아들 이름으로 해서.맡겨주신 게 문제가 되나요 ?
고모가 지금은 좀 바쁘거든? 니 도장이랑 신분증 두고가면 고모가 찾아서 갖다줄게.
아뇨. 그 통장을 지금 저한테 주시면 제가 찾아가겠습니다.
뭐? 참 너 웃긴다. 얘 내가 니네 엄마가 맡긴 거 문제 없이 잘 보관해줬으면 어느 정도 내 지분도 있는 거 아니니?
네? 고모 말씀을 이상하게 하시네요. 고모가 맡아주시겠다고 걱정말라고 하셨다면서요!
니네 엄마는 죽어서까지 날 답답하게 하는구나. 얘 그럼 거기다 대고 싫다하니? 하여튼! 난 절대 못준다.
주세요. 저희 어머님이 주신 거 잖아요!"
0,"어머 이게 누구야 오랜만이네
아니 너는?
너? 그때 니가 덜맞았나보네 정신을 못차렸네
이제 다 끝난 일이잖아!!!!
끝난 일? 대체 뭐가 니가 이렇게 살아있는데
이미 난 죗값을 다 치렀어
아니 넌 아직 더 고통받아봐야해
참나 니가 뭘 어떻게 할 수 있는데
내가 너는 독약을 먹이든 칼로 찔러죽이든 소리소문도 없이 없애버릴꺼야 기대해
니가 할 수 있을까? 기대되네"
0,"너 요새 엄청 수상하다? 나 몰래 남자 만나냐?
 무슨 말도 안되는 소리야.
안되겠다. 핸드폰 갖고와봐.
왜 남의 휴대폰을 보는데?
 남? 우리가 남이냐?
아니 왜 자꾸 의심하냐고 아니라잖아.
좋은말로할때 빨리 갖고와라.
싫은데?
자꾸 그딴식으로해라. 진짜 칼로 찔러버리기전에.
뭐? 너 미친거아냐? 드디어 돌았니?
 그래. 돌았다. 그니까 빨리 갖고와 진짜 오늘 생 마감하고싶지않으면.
미친새끼. 진짜 신고할거야!
신고해 신고해봐 그전에 니 칼로 찌르고 말지 내가."
1,"여보세요 님이 소중하다고 생각하는게 지금 저한테 있거든요
네! 당신 누굽니까?
다름이 아니라 그걸 지금 파괴하기 전에 입금하시라는 거예요
보이스 피싱인가? 암튼 끊어 이 사기꾼아
당신이 좋아하는 작품이 파카소 맞지? 그리고 당신 문 비번도 12345잖아 진짜 가져갔다니까
이런 당신 경찰에 신고해 줄까?
그래? 난 지금 이걸 파괴할건데
알겠어 얼마를 원해"
1,"잠깐 조용히 뒤 돌아서 골목으로 와. 튀면 재미 없을 줄 알아.
네? 저요?
그래 너. 얼른 조용히 눈 내리 깔고 와.
왜 그러세요 언니.
너 지금 가지고 있는 돈 다 꺼내봐.
저 얼마 없어요. 교통카드밖에 없어요.
거짓말 치지마. 니 가방 다 뒤져보는 수가 있어.
정말이에요. 3만원 있는 게 다예요.
에게? 그게 다야?
네 정말 이게 다예요."
3,"야 넌 어디 아파트 살아?
난 길동휴먼시아 아파트 살아 그건 왜?
엥 너 휴거지야.? 휴거지인지 몰랐다 얘들아 우리반에 휴거지 있다 휴거지!!
야 말이 너무 심하다 아파트가 뭐 다 거기서 거기지 그런 말 함부로 하면 안돼
 야 넌 어디 아파트 사는데?
나 여기서 한 10분 떨어진 아파트 사는데 왜?
 뭐야 우리 부모님이 거기 아파트 라고 했는데. 너도 엘사니까 그런 말 하는거구나? 휴거지랑 엘사랑 친구해 끼리끼리 놀아야지
난 또 왜 편 들어주나 했네. 지도 입장 똑같으니까 같은 거지끼리 편드는거잖아
너네 돈으로 산 아파트도 아니면서 왜 그런 말 함부로 해. 우리가 돈 안내고 집에 사는것도 아닌데
우리 돈은 아니지만 우리는 잘난 부모님 뒀어 근데 너네는? 좋은 아파트도 아니고 일반적인 아파트도 아니고 엘사랑 휴거지면서 말 진짜 많다. 없는놈들이 더 하다더니
 인정 그냥 인정할건 인정하지 너도 알잖아. 너네 아파트 못 사는 아파트 라는거 부모님들이 단지내 초등학교 우리 아파트만 다니게 해달라고 했었는데 이유가 다 있었네."
2,"이번 주 등산! 안 가도 되니까 불참자 편히 말해줘요. 
저.과장님 저 이번에.
아 이대리는 말 안해줘도 돼.
예?
매 번 불참이라 나랑 어울리기 싫은 거 알아들었으니 입 아프게 사유 말 안 해도 된다고. 
그게 아니라 집안일이.
글쎄 여기 다 집안에 일 없는 사람들만 모였으니 우리끼리 가겠다고. 
과장님.저도 가고싶습니다만.
나 더이상 고루한 사람 만들지 말아요. 내일 봅시다. 
하아."
0,"오랜만이다. 여기 니 인질
그래. 형이 무사히 다 빠져나가고 나면 그 다음에 이야기하지
됐지? 이제 니 눈으로 확인했으니까 우리 이야기나 해볼까?
대체 무슨 원한이길래 나를 못죽여서 안달이니?
너가 그냥 꼴보기 싫어 그러니까 내 눈 앞에서 사라져
내가 사라지라면 사라져야하는건 아니잖아. 아무리 너가 싫어하는걸 했어도 그건 아니지.
야 넌 그냥 죽으면 되는거야 내눈 앞에서 사라지라고
사라지는게 죽는거는 아니잖아. 꼭 죽어야돼.?
응 꼭 죽어야돼 이 약 먹고 내 눈 앞에서 좀 사라져줄래. 그래야 내가 맘이 편하거든
살려줘. 부탁이야 안나타날게."
1,"야 내가 오늘까지 돈 갖고 오랬지?
미안해.엄마가 카드를 정지시켜서 어쩔수가 없었어
장난하냐?
진짜야믿어줘
그건 내 알바 아니고. 돈이나 갖고 오라고
조금만 시간을 줘 일주일내로 어떻게든 구해볼게
야 너 내가 만만하냐?
미.미안해! 내일.! 내일까지 꼭 가져올게
아 진짜.이새끼 확 죽여버릴까?
미안해
야 너 하나 불구만들거나 죽이는 건 일도 아니야.잘좀 하자.? 어?
응 미안해"
4,"야 그 ○○ 죽었다며?
응.
참 사람 인생 모르는 거네. 나한텐 별로 좋은 기억은 없었지만.
그래도 좀 씁쓸하긴 하더라. 너무 젊었잖아.
뭐 그래. 죽으면 다 용서된다는 얘기도 있잖아."
0,"니가 이런식으로 내 전화 피하면 끝날줄 알았어?
왜이래 우리 끝났잖아
누가 니 멋대로 끝내?
나도 이제는 지쳤어. 그만하자
니 가족들 찾아가서 다 죽여야 정신차릴래?
무슨 소리를 하는거야.
니가 자꾸 이렇게 나오면 나도 내멋대로 할거야
우리 가족이 무슨 죄가 있어.
니도 고통스러워야지
우리 제발 대화로 풀어보자"
3,"야 왕따 오늘은 또 뭔 코디냐?
 그런거 아냐
저 새끼는 돈도 없나 드럽게 저런걸 입어
야 냄새나니까 좀 꺼져 
미안해 
미안한지 아는 새끼가 학교에 저러고 피해를 주네
그니까 너같은 새끼는 좀 사라져야돼
말이 심하다
심하긴 너같은 애가 사회에 악이 되는거야 
그래 좀 뒤져라"
4,"강 선배님 혹시 지금 바쁘신가요? 제가 처리해야 하는 문서 작업 때문에 도움을 받고 싶어서요
네 무슨 일이세요?
제가 작성한 문서에 오류가 있는 것 같은데 아무리 봐도 모르겠어요
어떤 부분에서 오류가 발견되셨나요?
문법적인 오류인지 내용상의 오류인지 잘 모르겠어요
그렇군요 그럼 제가 한번 같이 봐드릴까요? 화면 공유해 주시겠어요?
네 잠시만요
음... 제가 보기에는 문법적인 오류 몇 군데랑 표현이 어색한 부분이 좀 있네요
아 제가 문법에 약해서... 감사합니다 선배님
제가 자주 사용하는 문법 검사 프로그램 알려드릴까요? 앞으로 문서 작성하실 때 활용하시면 도움이 될 거예요
정말 감사합니다!
그리고 내용상으로도 이 부분은 좀 더 구체적으로 설명하는 것이 좋을 것 같습니다
아 네 알겠습니다 선배님 조언대로 수정하겠습니다
혹시 수정 후에 다시 한번 검토해 주실 수 있을까요?
네 그럼요 언제든지 편하게 말씀하세요
선배님 덕분에 문서 오류 수정하는 데 큰 도움이 됐습니다 감사합니다
별말씀을요 문서 작성은 꼼꼼하게 하는 것이 중요하니까요
혹시 다음에 제가 선배님께 도움 드릴 일 있으면 말씀해주세요
네 감사합니다 저도 언제든 편하게 말씀드릴게요"
3,"당신 생각이 있는 사람이야 없는 사람이야 어?
왜 나한테 그래요! 내가 뭘 잘못했다고.
아니 어떻게 모임사람들 만나는 자리에 옷을 그 따위로 입고 나올 생각을 해?어?
이 옷이 뭐 어때서요? 옛날엔 이쁘다고 해줬잖아요!
야 참 니가 10년전이랑 똑같아? 얼굴은 주름이 자글자글해서 어? 다른 집 와이프들은 관리만 잘하고 다니더라. 어휴
내가 관리를 안한다구요 ?
야 이거 이거 봐라 옷 터질라고 한다. 옷이 안쓰럽지도 않아? 
당신 왜 이렇게 변했어요?
니가 여자냐? 집에서도 좀 갖춰입고 말야 그런 모임을 간다고 했으면 샵이라도 좀 가고 그러라고. 이 답답한 여편내야!
당신이 맨날 돈도 못벌어 오면서 쓰기만 한다고 하니까.!! 나는 아끼려고 하는 거잖아요.!
니가 이쁘면 내가 그런 말을 하겠냐? 아주 퍼다주지. 다 근데 니가 그렇게 생겨먹었는데 내 피같은 돈 쓰는게 얼마나 아깝겠냐.쯔쯧."
2,"박대리!
예 김부장님! 부르셨습니까?
야 이게 뭐야?
어떤 거 말씀이십니까.?
내가 일 이따위로 하지 말랬지??!?
아 죄송합니다 다시 해오겠습니다
너 오늘 이거 다할때까지 갈 생각도 하지마
죄송합니다. 빨리 해보겠습니다
하여튼 부모없는 자식이 뭘 배웠겠어? 그러니까 일을 저따구로 하지
하."
