idx,class,conversation
4389,일반대화,"얘, 공감화자야. 너 내 말 좀 들어봐. 네 남편이 여자 동창과 격의 없이 지내는 거 어떻게 생각해?
갑자기 그런 질문을 하는 거야? 글쎄, 싫을 거 같은데. 근데 왜?
아니 우리 남편이 여자 동창 한 명이랑 단둘이서만 등산을 다녀오겠다는 거야!
어머, 세상에. 얘 너 정말 기가 막혔겠구나. 그래서?
내가 가정도 있는 사람이 무슨 생각으로 여자랑 단둘이서 등산을 가겠다는 거냐고 따졌지. 그러니까 여자가 아니라 동창인데 나보고 예민하게 군다는 거야.
예민하게 군다고 네 탓을 하는 식으로 이야기하는 게 마음에 걸렸겠구나. 감정화자야, 상처 많이 받았겠어. 괜찮니?
그래, 나 상처받았어. 괜히 남편 의심하는 이상한 여자가 된 기분이야. 질투가 나는 게 이상하니?
전혀 아니지. 아내라면 당연히 남편이 나 말고 다른 여자랑 동행하는 거에 신경을 쓸 수 있는 거잖아. 왜 네가 이상한 사람이라고 생각하는 거야, 그러지 마.
휴, 그래서 한참 말다툼을 했어. 아무리 동창이지만 너무 격의 없이 지내는 것도 예의가 아니지 않니?
당연하지. 가정이 있는 사람은 상대가 얼마나 편하든 간에 남의 눈도 신경 써야 하는 거 아니겠니. 네가 정말 서운했겠어.
아무리 동창이라도 남녀가 유별한 건데 말이야. 나 솔직히 너무 서운하고 질투 나.
네 마음 충분히 이해해. 결혼한 여자라면 누구나 동감할 거야. 안 그러니?
맞아. 그래서 내가 너한테 연락했잖니. 말하다 보니 속이 좀 풀리는 것 같다.
그런데 감정화자야, 이런 일이 반복된다면 서로 간의 마음이 멀어질 수도 있지 않겠니? 그러니 시간이 더 지나기 전에 남편과 이야기해서 잘 풀어보는 게 어떠니?
휴, 그래 싸우지 않고 좀 이야기를 나눴으면 좋겠다. 나도 좀 마음을 가라앉혀야 하는데 말이야.
물론 네가 서운하고 상처받은 마음이야 백번 이해해. 그렇지만 부부생활이란 게 어디 쉬운 일이겠니. 오해로 빚어진 문제가 있다면 최대한 빨리 푸는 게 최고야, 알았지?
그래, 알았어. 네 말대로 잘 풀어볼게.
부부간에 이런 이야기를 나누면서 더 서로를 이해할 수 있게 되는 것 같더라. 그러면 싸울 일도 질투 날 일도 적어지고 말이야. 너도 그런 관계를 유지할 수 있을 거야, 모쪼록 마음 잘 풀고 쉬어라.
응, 이야기 들어줘서 고마워!"
4390,일반대화,"결혼 준비는 잘 되어 가니?
언니도 알다시피 서로 예민할 때도 있고 설렐때도 있고 그러면서 정신없이 준비하는 거지 뭐.
그래, 그때그때 느끼는 감정들이란 게 다 다른 거니까. 우리도 결혼하면 안 헤어져도 되고 너무 좋다고 하던 때가 있었지...
어머, 언니. 왜 그렇게 시큰둥해. 형부랑 권태기라도 온 거야?
여전히 사랑하지. 아이 키우며 살다 보면 서로에 대한 대화를 할 시간도 없고. 그렇다 보니 둘이 있으면 좀 어색해지는 거야.
음... 아이가 중심이 되는 삶이 되다 보면 갑작스러운 둘 만의 시간이 어색하기도 하겠다. 느낌은 알 거 같아.
어, 둘이 되게 멋쩍어지더라니까.
형부랑도 얘기를 좀 해봐. 언니는 원래 애교도 많고 무뚝뚝한 형부 성격도 잘 맞춰주는 현명한 아내잖아. 금방 좋아질 거 같은데.
마침 네 형부가 그저께 아무 날도 아닌데 프리지어 꽃다발을 사 들고 온 거야. 진짜 오랜만에 꽃다발 선물을 받아 그런지 눈물이 다 나더라.
프리지어 꽃다발이 언니 마음을 녹였네? 진짜 감동적이었겠다. 내가 괜스레 뭉클해.
내가 너무 좋아하니까 자기도 너무 좋다고. 그러면서 되도록이면 일찍 퇴근해 올 테니 저녁 먹고 셋이서 공원에 산책 나가자더라.
그거 좋네. 가족 건강에도 좋고 같이 걷다 보면 자연스럽게 대화도 오가게 될 테고 말이야.
응 어제 처음 나섰는데 좀 어색하다가 말이 한번 오가니까 금방 괜찮더라고.
너무 잘됐다. 형부랑 언니 약간 소원했던 관계도 회복되고 앞으로는 더 많은 대화 나누면서 교감도 되고 말이야.
프리지어 꽃다발 받았을 때도 연애할 때처럼 설레고 좋았거든. 그런 뒤에 산책을 같이 나가 그런지 맞다 내가 이 남자를 많이 사랑하고 있었지... 생각을 하게 되더라니까?
오 사랑의 감정이 다시 활활 타오르게 되었구나? 나도 곧 결혼해서 그런지 남일 같지가 않아. 나까지 마음이 두근거리는 거 같아.
서로가 얼마나 소중한 존재인지, 서로를 얼마나 사랑했는지 잊지 말고 살도록 노력해야겠어.
그래 언니, 나도 진심으로 응원할게. 형부랑 더 많이 사랑하며 행복하기를 바라."
4391,일반대화,"언니 나 어떡해... 나는 정말 구제 불능인 것 같아.
왜? 회사에서 무슨 일 있었어?
오늘 엄청 중요한 회의가 있었거든. 그런데 나도 모르게 사람들 다 있는 앞에서 하품을 쩍 해버렸어.
아이고 저런, 순간 당황했겠다.
응... 나 입사하고 참석한 회의 중에 가장 중요한 회의였거든. 그런데 어떻게 거기서 그렇게 하품을 했는지 나도 나 자신이 이해가 안 돼.
요즘 퇴근하고 공부도 한다며. 그동안 피로가 좀 쌓여 있었던 거 아닐까?
요즘 부쩍 피곤하긴 했어. 하지만 그래도 그렇지... 사람들은 또 나를 어떻게 생각할까?
회의에 집중하느라 아무도 못 봤을 거야. 너무 걱정하지 마.
사실 다른 사람들은 못 본 것 같긴 한데, 하필 하품하면서 팀장님이랑 눈 마주쳤어.
헉 별말씀 없으셨어?
응 다른 말씀은 없으셨어. 그렇지만 안 그래도 동기들보다 일 배우는 속도가 느려서 눈치 보이는 상황인데... 나 정말 어떡해.
하품 한 번 한 것 정도는 괜찮을 거야. 그리고 아직 배우는 단계잖아. 조금 느려도 정확하고 꼼꼼하게 잘 배우는 게 더 중요하니까 너무 조급해 하지 말고.
그럴까? 일도 잘 못하면서 회의 때 하품까지 하는 내 자신이 너무 한심했거든. 그런데 언니 말 들으니까 좀 기분이 나아지는 것 같아.
그렇다니 다행이다. 오늘 일은 너무 스스로 너무 자책하지 말고. 앞으로 잘하면 돼. 알겠지?
응, 알았어. 언니한테 털어놓길 잘한 것 같아. 다음 회의 땐 완전 집중해서 절대 하품하지 말아야지! 고마워 언니."
4392,일반대화,"할머니. 내가 우스운 사람일까요?
응? 갑자기 그게 무슨 말이니?
아니 친구들이 내가 말만 하면 깔깔대며 웃어요.
네가 재미있는 사람이라고 생각하나보구나.
제가 별로 웃긴 얘기도 하지 않았는데 웃으면 조금 당황스러워요.
어떻게 말을 했는데 친구들이 웃었던 건지 자세히 말해주지 않겠니?
오늘도 그냥 평상시와 다름없는 대화를 나누던 중이었어요. 근데 제가 사투리를 심하게 써서 그런가봐요.
저런, 타지역에서 왔으니 그냥 낯설은 억양에 친구들이 재미있어 하는 것일 뿐이야.
그래도 내가 뭘 잘못하고 있는 것 같아서 자꾸 말을 하지 않게 돼요.
그럴수록 더 자신 있게 너의 의견을 말할 수 있었으면 좋겠구나. 그건 잘못이 아니란다. 아가.
언젠가는 제 말투가 고쳐질까요?
네 잘못이 아니니 고쳐야 할 부분도 아니지. 그냥 친구들에게 네 상황을 이해시켜보는 것은 어떻겠니?
그러면 친구들도 제 말에 웃지 않는 날이 올까요?
그럼. 너 자신을 믿고 적극적으로 행동하렴.
하지만 아직 전학 온 지 얼마 되지 않아서 친구가 많지 않은걸요.
남의 시선을 의식하지 말고 당당하게 네 의견을 말하면 곧 좋은 친구들이 많이 생길 거야.
정말 그렇게 될까요?
당연하지! 너는 누가 봐도 사랑스럽고 착한 아이잖니.
고마워요. 앞으로도 어디 가서도 기죽지 않고 자신 있게 대화를 나눠볼게요."
4393,일반대화,"나 오늘 새치 염색했어.
드디어 했구나. 혼자 했어? 아님 미용실?
혼자 하기엔 너무 어려울 것 같아서 그때 형이 추천해 준 미용실 갔어.
잘했네. 돈 좀더 주더라도 한 번 할 때 확실히 하는 게 좋지. 새치 때문에 스트레스 받아 하더니만 속 시원했겠네.
응, 새치가 싹 사라진 거 보니까 마음이 무척 편해진다. 형이 새치 염색 무조건 해보라고 한 이유를 알겠어.
그렇지? 나도 새치 때문에 한동안 스트레스 많이 받았잖아. 근데 염색해 보니까 너무 만족스럽더라고. 그래서 그때 그렇게 추천한 거야.
추천 고마워. 형 덕분에 모자 쓰지 않고 당당히 다닐 수 있게 됐다.
그래, 더운데 모자 쓰고 다니느라 고생 많았다. 이 여름에 얼마나 답답하고 힘들었을까.
이렇게 쉽게 해결될 문제로 그동안 끙끙 앓고 있었다니. 진작 할 걸 그랬어. 너무 좋네.
하하, 거울을 볼 때마다 새치가 없는 걸 보고 행복하겠네. 나도 처음 새치 염색했을 때 그래서 네가 지금 얼마나 기쁠지 공감이 간다.
맞아. 근데 이거 새치 염색 자주 해줘야 하나? 너무 자주 하면 부담스러울 것 같긴 한데.
아니야, 대략 3개월에 한 번씩만 해주면 돼. 사람마다 차이가 있긴 하지만 그렇게 자주 하지 않아도 되니까 걱정하지 않아도 돼.
다행이다. 그 정도면 할 만하지. 앞으론 관리 잘해서 내 인생에 새치는 없도록 해야겠다!
잘 생각했어. 또 모르는 거나 궁금한 거 있으면 뭐든 물어보렴."
4394,일반대화,"밤에 잠을 못 자서 오늘 업무 시간 내내 졸았어요.
저런, 회사에서 곤혹스러웠겠네. 어쩌다 잠을 못 잔 거야?
모르겠어요. 전날 늦잠 잔 것도 아니고 커피를 밤늦게 마신 것도 아닌데 잠이 안 오더라고요.
이유 없이 잠이 안 온 거면 진짜 짜증 났겠다. 나도 가끔 이유 없이 잠이 안 올 때가 있거든. 그럴 때마다 다음 날 생활에 지장 가는 걸 생각하면 참 화나더라고.
짜증도 짜증이고 업무 시간에 계속 잠이 와서 꾸벅꾸벅 조는데 너무 죄책감 들더라고요.
회사 상사들 눈치 보여서 오늘 하루 참 힘들었겠네. 졸다가 걸려서 혼나진 않았어?
상사 몇 분이 보고 지나가셨어요. 별말씀은 없긴 했는데 오히려 아무 말이 없어서 더 불안하네요. 내일 출근하기가 겁나요.
별말 없이 지나간 거 보면 아마도 이해해준 게 아닐까? 다들 그런 경험은 한 번쯤 있으니까. 그리고 네가 평소에 열심히 하는 걸 다 알고 있어서 이번엔 넘어가 준 걸 거야.
그럼 진짜 다행이고요. 또 문제는 오늘 해야 할 업무를 하나도 못 하고 왔다는 거예요.
그거야 뭐 저녁이나 아니면 내일 열심히 하면 되는 거지. 고작 하루 못한 거니까 그걸로 너무 스트레스 받지 마.
그건 그렇긴 하죠. 제가 평소에 성실함을 모토로 살아가는 사람이라 이렇게 실수를 할 때 더 정신을 못 차리네요.
하하, 원숭이도 가끔은 나무에서 떨어진다잖아? 그리고 이번 일은 컨디션 조절에 실패해서 못 잔 게 아니니 죄책감 가질 필요 없어. 이건 누구나 겪을 수 있는 사소한 일이니까.
그렇게 말해 주시니 위로가 되네요. 덕분에 내일 마음 편히 출근할 수 있겠어요.
응, 죄책감 가지지 말고 당당하게 출근해. 파이팅!"
4395,일반대화,"에휴, 우리 엄마가 또 형만 비싼 운동화를 사줬네.
네 형이 무언가를 잘해서 사주신 거 아닐까? 시험을 잘 봤다든지 그런 거 말이야.
그랬으면 내가 이렇게까지 질투하지 않았겠지. 내 생각엔 특별한 이유는 없고 그냥 형을 더 이뻐하는 듯해.
에이, 설마 그러시겠어? 이번엔 형을 사줬으니 다음엔 네 차례 아닐까?
다음에도 형일걸? 만약 그러실 생각이셨으면 그렇게 몰래 사주시지 않았겠지.
아, 너에게 비밀로 하고 사주신 거야? 그랬다면 네가 그렇게 질투할 만하지. 그 사실을 알게 됐을 때 느꼈을 배신감이 상당했겠다.
나는 형이 비싼 운동화를 샀길래 당연히 본인이 돈 모아서 산 줄 알았어. 엄마가 사줬으리라고는 상상도 못했지. 왜냐하면 내가 전에 엄마에게 비슷한 가격에 운동화를 사달라고 했을 때 비싸다고 안 사주셨거든.
넌 안되고 형만 된 거면 충격이 더 컸겠네. 차별받고 있다는 생각에 고통스러워할 네가 걱정된다.
가족한테 차별을 받으니까 다른 친구나 이런 사람들에게 차별받는 것보다 더 괴롭고 마음이 아프네.
너 마음 백번 이해는 해. 근데 차별이 아닐 수 있으니 너무 그렇게 생각하지는 마. 아직 너희 엄마가 어떤 이유로 형만 사준 건지는 모르는 거잖아?
이유는 알고 싶지도 않아. 결국 나 몰래 형만 비싼 운동화를 사줬다 이게 결론인걸?
내가 방금 생각해 봤는데 네 형이 네가 모르는 사이에 잘한 일이 있었을 거야. 그래서 네 엄마가 그것에 대한 보상으로 형만 사주신 거고. 비밀로 했던 이유는 형만 사준 걸 알게 됐을 때 상처받을까 봐 오히려 배려해주신 거지.
정말 그랬으려나? 네 말대로라면 사실 내가 기분 나빠야 할 이유는 없긴 한 건데.
그러니까 이번에 선물 못 받았다고 상심 말고 다음 선물은 네게 해주실 테니까 기대하고 있으렴!
네 말을 듣고 보니 정말 그런 것 같아서 화가 누그러지네. 너랑 얘기하길 잘했다. 고마워!"
4396,일반대화,"감정화자야, 오늘 네 방에 있는 원피스 봤어?
뭐야. 방금 언니 문자 보고 확인했어. 이거 언니가 제일 아끼던 원피스 아니야?
맞아. 근데 요즘 잘 안 입고 살쪄서 잘 맞지도 않는 거 같더라고. 그래서 수선가게에서 좀 고쳐서 너 주려고 방에 놔뒀지. 어떄? 언니 최고지?
언니. 뭐야. 나 진짜 기분 너무 좋아지려고 해. 이 옷 나도 엄청 입고 싶어 했잖아.
그렇게 좋아하니까 내가 더 기분이 좋다. 네가 분명 좋아할 줄 알았어. 어차피 난 안 입는데 비싸서 버리긴 아깝잖아.
하긴 그건 그래. 나도 가끔 안 입는 옷 있으면 리폼해서 언니 주잖아. 그거 좋아하는 모습 보는 게 되게 기분 좋더라고, 언니도 같은 기분이겠지?
맞아. 나 지금 우리 동생이 언니 옷 하나로 기분 너무 좋아하는 게 기뻐서 미소가 절로 나와. 아주 흡족하네.
남들은 동생 못 잡아먹어서 안달인데, 우리 언니는 동생한테 뭐 하나 더 못 퍼줘서 안달이네. 진짜 이런 천사 같은 언니가 어디서 내려온 거지?
하늘에서 내려왔지. 내가 생각해도 내가 좀 천사표이긴 해. 우리 동생이 이렇게 칭찬해주니까 기분이 더 좋은걸?
내 친구들 사이에서 언니 별명 천사 맞아. 미담을 파고 또 파도 계속 나온다고 신기해하더라. 하여간 우리 언니 성격 좋은 건 다들 안다니까.
그래? 동생 친구들까지 언니 칭찬을 해준다니까 진짜 몸둘 바를 모르겠네. 기분 너무 좋다.
기분 좋아하는 언니 모습 보니까 나도 너무 좋아. 아무튼 옷 너무 고마워. 언니의 추억이 가득할 만큼 내가 예쁘게 입고 다닐게.
그래주면 나야 고맙지. 우리 동생 원피스 입고 예뻐서 신나 할 모습 보니까 언니 기분이 너무 좋아지네.
그 모습 보고 흐뭇하게 엄마 미소 짓고 있을 언니 상상하니까 나도 지금 기분 날아갈 거 같아.
아무튼 예쁘게 입고 이따 집에서 보자. 언니 이제 공부하러 가야 해.
응. 언니 사랑해. 진짜 언니가 최고야."
4397,일반대화,"자기야, 자기가 예쁘다고 한 헤어스타일 말이야. 역시나 가족들은 내 머리 스타일이 바뀐 걸 모르네.
뭐라고? 긴 생머리를 단발로 자르고 파마까지 했는데 어떻게 모른다는 거야?
내가 말했잖아. 우리 가족은 나한테 관심이 없다고. 그래도 내 말이 맞는 거에 이렇게 상처받을 줄이야.
자기야, 듣는 내 마음이 너무 아프다. 얼마나 상처가 클지 상상도 못 하겠어.
내 쌍둥이 언니한테만 모든 관심이 기울어져 있어. 내가 집에 들어왔는지 나갔는지도 모를 거야.
그렇게까지 생각하지 마. 자기가 너무 상처받은 건 알겠는데 그렇게 깊게 생각하면 자기 마음이 더 아플 거야.
하지만 사실인걸. 이렇게 머리 스타일이 극적으로 바뀌어도 모르는 것 봐.
자기야, 그냥 이렇게 있을 게 아니라 머리 스타일을 바꿨다고 말해보는 게 어떨까? 가족들이 알 때까지 기다리는 게 아니라 먼저 말해보는 거야.
그렇게 엎드려 절 받는 것처럼 알리라는 말이야? 그렇게까지 해야 하는 게 더 상처 같은데?
사람이 익숙해진 태도를 바꾸는 게 어려울 수가 있어. 이대로 투명인간 취급을 당하기보다는 적극적으로 자기의 존재를 어필하는 게 좋을 거라 생각해. 상처를 받았다는 것도 알리고 말이야.
그러면 뭔가 달라질까?
헤어스타일을 바꾼 거를 알아채는 건 시작에 불과할 거야. 자기도 당당한 가족의 구성원이라는 걸 자기 가족이 알 필요가 있어. 나는 자기가 용기를 내어 이야기를 시작하면 가족들이 달라질 수 있을 거라 생각해.
그래, 그럼 언니한테 먼저 나 헤어스타일 바꿨다고 좀 봐달라고 말해볼까?
그렇게 시작하는 것도 좋겠지. 스스로를 상처받게 두지 마, 자기. 자기가 얼마나 귀한 존재인지 가족들도 알고 그간의 홀대를 돌아보게 될 거야.
좋은 조언 고마워, 자기. 당장 오늘부터 그렇게 해볼게.
내가 자기를 대단하게 생각하는 것처럼 다른 사람들도 생각했으면 좋겠어. 자기는 정말 멋지고 대단한 여자니까. 헤어스타일 바꾼 거 정말 잘 어울려, 곧 모두가 알게 될 거야. 힘내.
응, 알았어. 정말 고마워. 말해보고 또 연락할게."
4398,일반대화,"언니! 이번 어버이날에 갔던 한정식집 진짜 괜찮았지?
응. 정말 맛있더라! 어떻게 알아본 거야?
종로 쪽에 있는 한정식집 검색해서 평점이 제일 좋은 곳으로 골랐지.
어버이날 바로 며칠 전에 예약한 거라 시간도 얼마 없었을 텐데 좋은 곳으로 잘 예약했네.
집 근처에 마침 괜찮은 곳이 있더라고. 언니 입맛에도 잘 맞았어?
응. 밑반찬도 정말 맛있었고 메인으로 나오는 생갈비와 된장찌개 정식도 훌륭하던걸? 맛도 분위기도 좋은 곳을 정말 잘 찾았더라. 내 동생 센스가 넘쳐!
부끄럽게... 나는 아무래도 어버이날이라 식당이 바쁠 테니 서비스만 좋았으면 됐다 싶었는데 맛까지 있어서 되게 만족스러웠어.
맞아. 부모님을 모시고 가는 곳은 서비스가 제일 신경 쓰이잖아. 여기는 서빙해 주시는 분도 잘 챙겨주시고 친절하셔서 나도 엄청 만족스럽더라.
예약은 내가 했어도 결제는 언니가 했잖아. 너무 비쌌던 건 아니야?
에이 뭘 이 정도 가지고. 가격대도 적절했어. 음식이 괜찮아서 가격이 훨씬 많이 나올 줄 알았는데 결제할 때 듣고 놀랐다니까?
고마워. 덕분에 잘 먹었어! 내년 어버이날에는 내가 살게. 엄마 아빠도 입맛에 잘 맞으셨을까?
아빠가 밖에서 음식 드시면 맛있단 말씀 잘 안 하시잖아. 근데 이번에 정말 맛있다고 계속 칭찬하시는 거 있지?
진짜? 믿기지 않는걸. 아빠가 바깥 음식 드시고 맛있다고 하신 거 처음인 것 같아. 완전 뿌듯해!
엄마도 원래는 나물 위주로 드시는데 여기는 갈비가 맛있어서 고기를 많이 드셨대. 다 네가 예약을 잘한 덕분이야.
나 정말 기뻐. 앞으로 우리 가족 외식은 나한테 맡겨줘!"
4399,일반대화,"언니, 난 정말 한심한 사람이야.
왜 자기 비하를 해. 무슨 일 있었어?
오늘 제사가 있는 거 알고 있지? 그래서 지금 본가에 왔거든. 근데 다음 주 월요일까지 해야 되는 과제가 있어서 노트북을 챙겼는데, 충전기는 안 챙겼어.
나도 평소에 칠칠치 못해서 자주 그래서 그 마음 잘 알지. 내가 집에 무언가를 두고온 걸 깨달았을 때 심장이 뚝 떨어지는 기분이 들잖아.
맞아. 충전기를 깜빡하고 안 가져간 걸 본가에 가서 깨달았는데, 언니 말대로 정말 당황스러워. 자취방이랑 본가랑 멀어서 난감하네.
본가에 컴퓨터가 있지 않았어?
내가 나가면서 컴퓨터 쓸 일이 없어져서, 전부 정리하셨대.
부모님이 네 방도 정리해서 비우셨구나. 덕분에 네가 정말 곤란한 상황이네.
과제를 미리 해놨으면 이런 상황도 없었을 텐데, 맨날 일이 닥치고 나서 걱정하니까. 이런 나 자신이 부끄러워.
나도 과제 기간이 여유롭다고 생각하면 차일피일 일을 미루게 됐었어. 다음에는 일정이 있을 때 일정 전에 과제를 끝내는 습관을 들여봐. 그러면 문제가 생겨도 이 정도로 당황하지 않을 거야.
맞아. 내가 기간을 빠듯하게 정하는 습관이 있는 거 같아.
그런 습관이 나쁜 건 아니지만 이렇게 곤란한 일이 생길 때 당황하게 되잖아. 고칠 수 있다면 고치는 것도 좋지.
언니 말이 맞아. 다음부터는 과제를 미리미리 하는 습관을 들일게.
잘 생각했어. 이번에는 본가에서 우리 집이 가까우니까 우리 집에서 노트북 충전기를 가져가는 건 어때?
정말 그래도 될까? 고마워!"
4400,일반대화,"오늘 드디어 소원성취했어!
루지 탄다고 이렇게 좋아하는 거야? 얼마나 재밌었길래!
응, 진짜 신나. 같이 출발한 사람 중에서 내가 제일 빨리 들어온 거 있지! 그래서 더 루지 타는 게 재밌어.
오, 1등으로 들어오기 힘든 거 아니야? 장난 아니게 달렸나 본 데? 처음 타보는 건데도 그렇게 빨리 달릴 수 있다니 대단하다!
후훗, 누구보다 빠르게 들어왔지. 바람을 슝 가르면서 달리니까 진짜 즐겁더라.
오, 스피드 즐기는 거 평소에도 정말 좋아했잖아. 오늘 여한 없이 즐겼겠네? 바람 소리 들으면서 내려와서 더 생생하게 즐겼겠다.
응, 벌써 네 번째 타는 중. 날씨도 풍경도 좋은데 그 속도감이 제일 좋아, 너무 좋아서 쌩쌩 달렸어.
벌써 그만큼이나 탔구나. 진짜 루지에 진심인 거 같은데? 루지 타러 거기까지 가길 정말 잘했다.
응, 루지 하나 보고 여기 여행 온 거니까 지금 누려야지! 질릴 때까지 타고 갈 거야!
결연한 의지가 여기까지 느껴져. 우리 지역에는 없으니까 그럴 만도 하지. 이렇게 즐거워하는 모습을 보니 나도 같이 타고 있는 기분이 들어.
응, 우리 지역에 있었으면 매일 타러 갔을지도 몰라. 이왕 여기 온 김에 재밌게 놀다 갈게.
그렇게 현재를 즐기는 네 모습이 멋진 거 알지? 내가 널 좋아하게 된 이유라니까? 주어진 것을 최선을 다해 만끽하는 너를 좋아하지 않을 수 없어.
갑자기 그런 칭찬을! 부끄럽잖아. 다음에는 같이 타러 오자!
응, 같이 타러 가서 그 행복함 함께 만끽하고 싶어. 재밌게 놀다 와!"
4401,일반대화,"나 장사 괜히 한 것 같아.
장사 쉽지 않지... 많이 힘들어?
어제는 어떤 손님이 음식 맛없다면서 음식값 안 내고 그냥 가버렸어. 이런 일은 처음이라 너무 충격이야.
무슨 그런 사람이 다 있어? 나 같아도 충격받았을 것 같아. 그런 일이 있었으면 그날 장사하는 내내 마음이 안 좋았겠다.
무엇보다 음식값을 내기 싫을 정도로 내 음식이 맛없는 건가 싶어서 그게 너무 상처야. 내 자부심은 그거 하나였는데.
절대 그렇지 않아. 내가 너 식당 하겠다고 했을 때 너 정도 음식 솜씨면 무조건 성공한다고 했잖아. 그냥 그 사람이 무례한 거니까 너무 속상해하지 마.
하... 음식만 잘하면 된다고 생각했는데 사람 상대하는 게 정말 힘들다.
식당이 서비스업이기도 하니까 그런 스트레스가 심할 것 같아. 사람이 힘들 게 하는 게 제일 괴로운데 많이 힘들겠다.
어제는 그 손님 나가고 그냥 문 닫고 싶더라. 손님들 얼굴을 못 보겠었어.
심적으로 많이 상처받은 것 같아서 걱정이다. 그래도 이번 일을 이겨내면 한층 더 단단해질 거야.
그렇겠지? 시간이 지나면 이런 일쯤은 웃으면서 넘길 수 있게 될까? 진상 손님이 있을 거라고 생각하긴 했지만 막상 겪어보니까 쉽지 않네.
처음부터 이런 일에 아무렇지 않을 수 있는 사람이 어딨겠어. 그래도 어제 꾹 참고 끝까지 장사했잖아. 그것만 봐도 넌 강한 사람이니까 분명 이겨낼 거야.
네가 그렇게 말해주니 힘이 좀 난다. 그래! 식당 차리는 게 꿈이었는데 이렇게 접을 수는 없지.
역시 내 친구야. 그래도 참기만 하지 말고 나한테라도 털어놓고 풀어.
항상 옆에서 응원해 줘서 고마워."
4402,일반대화,"언니, 나 방금 어디에 다녀왔는지 알아? 왕초보 영어회화 모임에 다녀오는 길이야.
네가 정말 유럽 여행을 진심으로 계획한 건 맞나 보다. 생전 영어에 담을 쌓던 애가 영어회화 모임에 제 발로 가다니.
하하, 그렇지? 내가 뭐랬어. 나 올해 내로 반드시 유럽 여행을 가고 만다니까.
그래, 널 누가 말리니. 네가 한 번 마음을 먹으면 끝까지 하는 근성이 있잖아. 그래서 모임은 어때?
일단 모임 이름에 왕초보가 들어가니까 부담이 적어. 다들 스스로가 실력이 부족한 걸 아니까 배우려는 의지가 강했고.
실력향상을 원하는 사람들이 모였으니 정말 의지가 충만해서 열심히들 하겠다. 그렇지?
응! 여행지에 가서 바로 쓸 수 있는 영어가 실린 책을 전부 다 외우기로 결정했어.
그거 정말 실용성이 높은 학습방법이다. 그래, 일단 언어니까 외우고 시작하면 훨씬 실력이 빨리 늘어날 거야.
하하, 나 너무 신나. 내가 뭔가를 해나간다는 생각에 가슴이 터질 듯 흥분돼.
그럴 만도 하지, 그동안 네가 즐길 틈이 있었니. 계속 일하고 돈 벌어서 집안 살림에 보태기 바빴잖아. 온전히 너를 위한 일을 시작한다고 하니까 언니도 기쁘다.
열심히 배우고 익혀서 외국에 가면 적어도 커피는 내 힘으로 시켜 먹을 거야.
그래, 넌 할 수 있을 거야. 네가 여태 발휘했던 행동력을 생각하면 커피는 물론이고 밥도 술도 네 힘으로 주문할 수 있어. 너의 잠재력을 믿고 목표를 더 높게 잡으면 어떻겠니?
그럴까? 언니 말을 들으니까 나 벌써 왕초보를 떼고 고급반이 된 거 같아.
하하, 네가 마음만 먹으면 그렇게 되는 건 시간문제겠지. 모임에 잘 참여해서 그렇게 실력을 쭉쭉 늘려봐, 응원한다.
고마워, 언니. 나 잘 해볼게!"
4403,일반대화,"자기야, 자기네 회사 경리 직원도 일반 직원들에 비해서 자유롭게 다니는 편이야?
아니? 애초에 그런 구분을 거의 두지 않는걸? 갑자기 그건 왜?
그럼 우리 회사 경리 직원만 그런 건가? 유독 일반 직원들에 비해서 편하게 다니는 것 같아서... 내가 나도 모르게 꼰대가 되어 버린 건가?
어떻게 편하게 다니는데 그래? 자기가 괜히 그렇게 느낀 건 아닐 것 같은데.
별건 아니긴 해. 근데 항상 출근시간보다 5분 정도씩 늦게 출근하거든. 점심시간도 조금 늦게 들어오는 경우도 종종 있는 것 같고...
그건 좀 이상하긴 하다. 꼭 그렇게 5분씩 늦는 사람들이 있긴 하더라고. 나도 학생일 때 우리 반에 항상 5분씩 늦어서 매일 혼나는 친구가 있었어.
이상한 거 맞지? 아무도 이상하게 여기는 것 같지 않아서 나만 이상한 줄 알았어. 왜 아무도 얘기 안 하는 거지?
당연하지. 출근시간은 지키라고 있는 거잖아. 다들 지키는데 그분만 안 지키는 것부터가 잘못된 거지. 자기가 이상한 거 절대 아니야.
그럼 다행이다. 원래 출근 시간 신경 안 썼는데 한번 의식하니까 계속 신경 쓰이더라고. 내가 뭐라고 지적할 일도 아니지만 출근시간마다 신경 쓰여서 자기한테 물어봤어.
매일 신경 쓰여서 힘들었겠다. 말도 못 하고 오히려 자기가 이상한 건가 생각했다니까 마음이 아프네.
정말 다들 아무렇지 않아 하길래 내가 이상한 건 줄 알았어. 이걸 내가 지적해야 되는 건 아니겠지? 5분 정도 늦는 건데 이걸로 뭐라고 하면 너무 꼰대 같으려나?
일단 자기가 그걸로 너무 신경을 쓰고 스트레스를 받아서 걱정이지. 그걸 줄일 수 있다면 난 말하는 것도 좋다고 생각해. 부드럽게 잘 얘기하면 잘못된 걸 요구하는 것도 아니니까 괜찮지 않을까?
그래야겠어. 이번 주만 지켜보고 말할까 봐.
좋은 생각이야! 말하기 전에 고쳐지면 좋겠다.
그러게, 그럼 좋겠다. 그래도 자기한테 말하니까 훨씬 낫다. 고마워."
