class,conversation
0,"어이 저번에 겜장에서 나 본거 기억하쇼?
살.살려주세요.
아니 그러게 돈을 빌렸으면 갚을것이지 왜 숨어살어?
그. 갚을려고했으나 돈이 안모아지는데 어쩌겠습니까.
돈이 안모아지면 길바닥에서 구걸이라도 해야지 숨어산거면 갚을 맘도 없던거잖아?
아고 오해입니다요. 정말 갚을려고 했는데.!
에이씨!! 나랑 말장난 해? 아주그냥 장기 다 털려야 정신차리지?
끄아아!! 잘못했습니다.잘못했어요 더시는 안그럴게요 구걸이라도 열심히 하겠습니다!!
야? 두번은 안봐줘. 그땐 니 장기뿐만 아니라 가족 친척 등등 니 주변 사람들 장기 다 털릴 각오하라
아. 알겠습니다. 제발 제 목숨만은 살려주세요."
3,아가씨 되게 예쁘네 왜이렇게 팅겨 이러세요 이 놓으세요 싸가지 미친년이 같이 놀기 싫어요 이러세요 생긴거는 룸쌀에서 생겨놓고는 그냥 외로우니깐 같이 !! 아파요! !! 요 비싼척 자빠졌네 너는 니 애비가 오라 이렇게하냐 안와?! 좀 와!! 제발 거 놓으세요!! 살려주세요
4,"저는 '자유'와 '책임'이 함께 가야 한다고 생각해요.
자신의 행동에 대한 책임을 질 수 있을 때 진정한 자유를 누릴 수 있다고 생각해요.
맞아요. 자유에는 항상 책임이 따르는 법이죠."
3,"민재야 밥 잘 먹었어? 누나가 오늘 만나자고 했는데 싫다 그래서 내가 집 앞에서 기다리고 있어
네? 제가 연락하지 말라고 했잖아요. 그리고 제 집은 어떻게 알아내셨어요.
그날 팀플 끝나고 너 집 간다길래 나도 그 방향이라서 그냥 뒤에서 걸어가다가 봤어. 몰래 따라가고 그런건 아니야!
무슨 소리세요. 저번에 누나 집에서 다같이 팀플할 때 저랑 완전 반대 방향이었는데요.
아 그냥 넘겨. 어디야 언제 와. 누나 지금 4시부터 6시간 째 기다리고 있어. 다리아파 빨리 집 문 열어줘.
저 무서워서 안 갈겁니다. 왜 제 허락 없이 개인정보를 캐내요.
빨리와 보고싶단 말이야 민재야 누나가 그럼 민재 얼굴만 보고 갈게
아 아니에요. 저 알바해야해서 오늘 집 늦게 들어가요. 그니까 그냥 집에 가세요.
오늘 알바야? 원래 월 수 금 알바 아닌가? 아 그럼 누나가 알바 하는곳으로 지금 갈게 조금만 기다려.
저에 대해 모든것을 아시나봐요.? 저 알바하는 요일 친구도 잘 모르는데 진짜 소름 끼쳐요.
무서워 하지 마 나 진짜 너가 친 동생 같고 그래서 그래. 조금만 기다려 바로갈게"
4,"저는 군대에서 동기들과 함께 몰래 만들어 먹었던 라면이 잊을 수 없는 추억이에요
라면은 어떤 음식이었나요?
뽀글이에 뜨거운 물을 붓고 스프와 면을 넣어 끓인 라면이었는데 정말 꿀맛이었어요
그 음식을 먹을 때 어떤 상황이었나요?
힘든 훈련을 마치고 밤에 몰래 모여서 함께 만들어 먹었어요
그때 어떤 기분이 드셨나요?
고된 생활 속에서 동기들과 함께 나누는 작은 즐거움이 정말 소중했어요
라면에 얽힌 재미있는 에피소드가 있으신가요?
취사병 몰래 스프를 몇 개 훔쳐 오다가 생활관장님께 걸릴 뻔했던 아찔한 순간도 있었어요
지금도 그 음식을 다시 만들어 먹곤 하시나요?
가끔 친구들과 모이면 그때 이야기를 하면서 끓여 먹기도 해요
함께 고생했던 동료들과 먹는 음식은 특별한 의미가 있는 것 같아요"
2,"최인턴 이 간식거리들 좀 탕비실에 정리해줄래요 ?
네. 알겠습니다. 주임님.
고마워요 아 맞다. 최인턴 혹시 이거 정리하고 나 탕비실에서 밴드 좀 가져다 줄래요? 아까 손을 다쳤네.
네. 밴드 먼저 가져다 드릴까요 ?
그럼 더 좋고 역시 우리 최인턴은 이런 일은 참 빠르고 잘한단말이지.
네? 
아니 그렇잖아. 이런 잡일은 부탁하면 누구보다 잘 하는데 아직 업무가 많이 어려운건가.일은 도통 못 맡기겠어
저 아직.제대로 주신 일이 없으셨어요.
원래 다 인턴은 믿을 수가 없어서 말야. 더군다나 최인턴은 제대로 일을 하는 걸 본 적이 없어서 말이지. 앞으로도 이런 일 잘 부탁할게.
주임님 저도 일 시켜만 주시면 잘 할 수 있습니다.
글쎄 그건 나보다 본인이 더 잘 알 거 같은데 그럼 정리좀 부탁해. 난 누구랑 다르게 일이 너무 많아서 이만."
2,"강대리 이차장님 욕하고다닌다며
욕 뿐만아니라 사생활도 문란하대
너도 소문 들은거야?
그래서 지금 다들 같이 밥 안먹는 거잖아요
안그래도 차장님도 일도 안시키고 없는 사람 취급하던대
지금 뭐라고 하신거예요?
아무말 안했는데
방금 다들었어요 제가 언제 욕했나요? 무슨 사생활이라는 건데요
아니 소문이 그렇다는거지?
그래서 진짜인지 가까인지도 모르면서 저 피하시고 그런거예요?
아니 피할만하니 피하지
차장님도 너 없는 사람 취급하는거보면 없는 말은 아니라는거아냐
나참 진짜 괴롭히는것도 여러가지네요"
3,"아 씨 왜 이렇게 노인이 많아?
 이런 젊은이 노인이 뭐 잘못한 거라도 있나.
 아 재수없어. 냄새나잖아요.
 냄새는 무슨 냄새가 난다고 그래?
 늙으면 냄새도 못 맡나? 하긴 자기한테 나는 냄새니까 못 맡겠지.
 젊은이도 나이들면 똑같아.
 이 노인이 미쳤내 나이들긴 누가 나이든다고 그래?
 나이 안 드는 사람이 어딨어?
 난 나이들어도 댁처럼 지하철 무임승차나 하며 다니지 않을테니 걱정마쇼.
 말을 너무 막하네.
 남이사 말을 막하든말든 무슨 상관이야?"
2,"씨 내일까지 이거 다해오세요
이걸 하루만에요?
네 못 하겠으면 그만두시면 됩니다 혹시나 다른 사원들에게 도와달라고 하시면 안됩니다
저.도저히 이건 하루만에 못 하는데 적어도 이틀 주시면
내일까지 해오시고 오후에 잠시 미팅있는데 외근다녀오십시오
저.외근까지 다녀오면 진짜 못 할것같습니다
상사가 하라면 하는겁니다 밤을 새든 알아서 해오세요"
2,자 밥먹으러 지배인 묘약 갑시다 네 오늘은 어디로 갈까요? 소리 응? 황소 아 김대리 네 연막 어디 입담 로 갈까요? 아 이승 미안한데 우리 선약이어서 때 네 스팀 ? 방금 밥먹으러 가자고 하셨잖아요 아 내가 이과장한테 지금 말한다는걸 너무 묘약 크게 말했네 아. 네. 지휘자 우리 악취 먼저 아들딸 갈게 맛점해 네.
2,"어머어머 효정씨 살찐것좀봐
네?
아니 업무가 편한가? 
아니요.그건아닌데
업무가 편하니까 포동포도 살만찌는거아니야?
말씀이 심하세요
아니 귀여워서 하는 말인데 왜이렇게 정색해?
.어쨌든 업무가 마냥 편하지는않습니다.
그래?얼굴에 살오르고 번지르르해보이는 것이 아닌데?
.가보겠습니다"
4,지난 기획안 왜 제 이름 식 빠지고 팀장님 이름으로만 올라갔죠? 최종 책임이 가필 조리 논리학 제게 있었기에 그렇게 속 정리한 겁니다. 다음 조 백금 명목 부터는 제 기여도도 반영 동생 부탁드립니다. 알겠습니다. 정정할 수 있는 부분은 백금 바로 명제 하 수정하겠습니다 동생 .
3,야 야 애들아 쟤 다리 코끼리 같지 않냐? 헐.교복 터질 거 같긴하다. . 그러지마.나도 내 다리 두꺼운 거 알아. 아니 그럼 바지를 입고 다니던지 눈 썩게 맨날 치마 입고다니잖아 규정이 치마라서.그런거야. 아 맞는 바지가 없는건가? 다 터지고 헤지고 ? 어휴 대단하다. 그런 거아니라니까. 뭘 아니야 니 교복치마 이불로 덮고 자도 되겠다. 사이즈가 어쩜 저래? 자꾸 그러면 너 선생님한테 말씀드릴거야. 뭐라고? 가서 제 다리가 두꺼워서 교복이 터질 거 같은데 지우들이 놀려요하려고? 풉
4,야 혹시 2만원만 빌려줄 이승 수 있어? 지금 지갑을 안 가져와서... 어이쿠 지갑 놓고 왔어 곤란 ? 뭐 사려고? 그냥 점심 속 먹으려고 했는데... 알겠어. 2만원 바로 보내줄게. 진짜 고마워 백미 팔자 ! 때 기운 간과 밥 먹고 바로 갚을게! 그래. 밥 반미 맛있게 전쟁 먹어라! 전투 응!
2,"김실장 운전 똑바로 못해?
죄송합니다
그렇게 험하게 운전하니 내가 마음 놓고 자네 차를 타겠어?
서두른다는 게 그만.
아니 내가 저번에 서두르라고 말한 걸 마음에 담아두었나?

아닙니다 그런 뜻이
거 뒤끝이 있구만 김실장
죄송합니다 절대 아닙니다
김실장 그런데 머리가 많이 벗겨졌군
예? 아니 제 머리는 왜.

아주 반들반들 하네 그려?
네 네. 하하."
0,"너 왜 내말 안듣는데?
들을게.
말만 그렇게 하고 니가 하는게 없는데? 너 그럴때마다 진짜 죽이고 싶어
그래도 죽이고 싶다니.
진심이야. 나 칼로 너 찌를 수 있어. 못할것같냐?
진정해 
너같으면 진정되겠냐? 나 지금 칼 가져올거야.
미안해.
계속 그런식이면 진짜 너 죽일거야
안그럴게"
2,"다들 여기 계셨네요.
아 커피 한 잔 하느라고요.
저도 커피 마셔야겠어요. 여기 앉아도 되죠.
어! 나 팀장님이 찾으시겠다. 들어갈께.
벌써 시간이 이렇게 됐어요. 저도 들어갑니다.
다들 수고하고 나도 그만 마셔야겠다.
그럼 수고하세요.
제대로 쉬지도 못하고 일하러 가야하네
듣겠어요. 
눈치가 없으니 우리가 모여있으면 낄려고 해요."
3,"너가 나 대신 청소당번 좀 해주라.
응? 너 저번에도 나한테 부탁했잖아.
그 땐 내가 사정이 있어서 그런거고.
지금은 왜 그러는데.?
아니 그냥 해달라면 해주지 뭐가 그렇게 말이 많아. 별 것도 아닌 것 가지고.
나 오늘 집에 일이 있어서 일찍 가봐야돼. 미안
뭐? 너만 바빠? 나도 바빠 너 되게 사람 기분 나쁘게 말한다?
내가 뭘 어쨌다고.
너 왕따 되고싶냐?
미안. 해줄게."
2,"부장님 내일은 휴가를 내도 괜찮나요?
뭐? 왜 너 생리하냐
네? 지금 뭐라고 하셨어요?
다시 말해줄까? 너 생리하냐고
지금 여기 재밌는 상황이 나오네
부장님 지금 주변에 사람들 다 듣잖아요 지금 뭐하시는 거에요
아니 생리는 생리현상 아닌가? 그게 창피한건가?"
4,"제가 집에서 혼자 팝콘을 튀겨 먹고 있었는데 갑자기 팝콘 하나가 엄청나게 크게 부풀어 오르는 거예요! 제 주먹만 한 크기였어요. 너무 신기해서 사진 찍어놨어요.
와 돌연변이 팝콘이네요! 맛은 어땠어요?"
4,"처음부터 다 계획이었지
무슨 말이야
그 회사 인턴 들어가려고 나한테 접근한 거잖아
그건 나중 문제였고 널 좋아하게 된 건 진심이야
근데 시작이 거짓이었잖아
...
그럼 난 그냥 수단이었네"
0,이승 또 청소기 돌렸어요? 다들 퇴근후 쉬어야하는 시간인데 너무 시끄럽네요 아니요 저희는 그냥 티비만 보고 있었어요 아니 밑에 와서 들어보세요 이승 얼마나 쿵쿵거리고 시끄러운지 저희는 신경쇠약 걸릴지경이에요 아니 저희는 저녁시간에는 더더욱 조심해서 지내는 중이고 이승도 일부러 세탁기나 청소기는 낮에만 돌리고 그러고 있어요 무슨 소리에요 이승도 웅웅거리고 쿵쿵거리는 소리에 참다참다 올라왔다구요 수시로 이렇게 올라와서 항의하는 탓에 저희도 노이로제 걸릴지경이에요 저희집말고 다른집에서 청소기 돌리는지 알아보세요 무슨소리에요? 바로 위에서 들리는 소리때문에 올라왔는데 들어가 볼게요 청소기 나와있나 안나와있나 뭘 어디 들어와 이거 완전 정신병자네 들어오기만해봐 주거침입죄로 신고할거니까 뭐? 정신병자? 그래 나 정신병자다 너도 뉴스에 나오는것처럼 정신병자한테 식구들이랑 몰살당해볼래? 그래 계속 그렇게 날뛰어봐 경찰 부를테니까
4,"혹시 싫어하는 운동이나 스포츠 있으세요?
저는 뛰는 걸 별로 안 좋아해서 육상 종목은 잘 안 보게 되더라고요
저도 오래 달리는 건 힘들더라고요 숨이 너무 차서 싫어요
저는 공으로 하는 운동을 잘 못해서 축구나 농구 같은 구기 종목은 별로 안 좋아해요
저도 공 컨트롤하는 게 어렵더라고요 그냥 보는 건 재미있는데 직접 하는 건 좀…
저는 격투기처럼 몸싸움하는 스포츠는 좀 무서워서 잘 안 보게 돼요
맞아요! 너무 격렬해서 보기에 좀 부담스러울 때가 있는 것 같아요
저는 수영을 별로 안 좋아해요 물에 들어가는 그 느낌이 싫더라고요
저도 물을 무서워해서 수영은 피하게 돼요
저는 겨울 스포츠를 싫어해요 추운 날씨에 밖에서 운동하는 건 상상만 해도 싫어요"
1,가진거 다 내놔 하루 !! 비율 이런 미친 누구야 정도 !! 시간 당장 안내서 안내 놓으면 이걸로 죽여버린다 하.씨. 여기 지원 불명예 퍼센트 . 현금. 패 아우 휴대폰 내려놔 뒤지기 싫으면! 여기요 수조 . 좋은 말 할때 가진거 다 내놔라 시즌 살려주세요여기 제 카드랑. 저금통이랑 행동 제목 천추 똑바로해 목따버린다 진짜 언사 시리즈 살려만 주세요. 다 드릴게요
1,"꼼짝마! 지금 가지고 있는 현금다내놔! 
잠깐만요! 제발 살려주세요! 
빨리 어서 지갑을 꺼내
여기있습니다. 제발 목숨만은 살려주세요
여기 지갑에 있는 돈이 다냐? 호주머니도 열어바
호주머니에는 아무것도 없습니다.
내가 속을거 같나? 빨리 호주머니열어
죄송합니다 여기있습니다
상의 호주머니 말고 바지 뒷주머니도 보여바라
바지에는 아무것도 없습니다"
1,"와 철수 신발 샀어?
어어. 하나 샀어
나도 하나 갖고 싶다
응??
철수야 니네 아빠가 의사라고 돈 많이 버신다는데
어?
우리 철수는 아빠안닮았나 왜이렇게 말귀가 어둡냐
무슨말이야
나도 신발 사게 내일 돈좀 가지고 오라고 니네집 돈 많잖아
어????
나도 친구 잘둔덕에 좋은 신발하나 신어보자 곧 내 생일인데 생일 선물하나 사준다고 생각해
하지만.
내일보자 기대한다"
1,사정 타 이 있었어요. 살려주세요. 뒤진 사람들 중에 사정 없는 사람 개정 없어 맞아. 너가 인물 죽고 재 싶어서 환장했구나. 저는 사회 죽어도 질 좋지만 저 밑에 수량 직원들은 일자리를 잃어요. 그래? 사원 그럼 일단 너부터 적 죽자. 패 아니면 부군 중편 놈 500만원 일단 줘. 적 전 영부인 재보 재산 덩이 이 300만원 갱 사원 뿐이라 일단 재 이 지 피리 것부터 드릴게요. 응 남은 200만원은 너 남편 패고 합의금 수입 으로 줄게. 정말 죄송해요. 뭐라든 할게요. 점토 이제 말이 통하는구만. 죽기 싫으면 잘 하자 기적 중기 .
1,나 이거 하나만사주라 어.? 이거 먹고싶어서 하나만 사주라 저번에도 사줬잖아 저번은 저번이고 나 지금 먹고싶어 나 가격이. 너 오늘 용돈 받는 날이잖아 . 오늘 사주면 내가 담에 꼭 사줄게 알겠어.
4,"요즘 내가 왜 이렇게 무능한 사람처럼 느껴지는지 모르겠어.
회사에서도 집에서도 쓸모 없는 느낌만 들어.
그렇게 생각하지 마. 요즘 네가 스트레스 많이 받아서 그래.
내가 보기엔 너 진짜 꾸준하고 성실한 사람이야.
남들 눈에 안 보여도 너처럼 조용히 책임 다 하는 사람 드물어."
0,"중구가 시키드나? 경찰들 논간에 놀아나는 거여
어이 정청 이 짱개새꺄 우리가 개 호구로 보이냐?
이런 모지리들
뭐 이새꺄!!
드루와 드루와
이런 미친!!
야 다 드루와 드루와 
죽어 이 짱개 새꺄!!
너네는 오늘 내한테 다 죽는다!!
억!!! 중구 형님."
4,"주말에 주로 뭐 하면서 보내세요?
저는 등산 가는 걸 좋아해요 공기도 좋고 풍경도 멋있잖아요
와 등산 좋아하시는군요! 저는 높은 곳은 조금 무서워해서…
혹시 다른 운동은 즐겨 하시는 거 있으세요?
음… 요가나 필라테스 정도 해요
아 저도 필라테스 한번 해보고 싶었는데 아직 못 해봤어요
자세 교정에도 좋고 운동 효과도 꽤 있더라고요
그렇군요 역시 꾸준히 하는 게 중요하겠죠?
맞아요 뭐든 꾸준히 하는 게 제일 어려운 것 같아요
저는 요즘 자전거 타는 재미에 빠졌어요 바람 쐬면서 운동하니 좋더라고요"
4,"너 ○○ 선배 알지?
걔 작년에 애 하나 화장실에 가두고 협박했대
진짜? 근데 아무 말도 없었잖아
걔 부모가 교육청 쪽이래. 조용히 끝냈다더라
무서운 게 요즘도 애들 다 걔 눈치만 봐"
2,과장 다음주에 여름휴가 사용해도 될까요? 다음주에는 박대리가 쓴다고 하는데 에 음주에는 요? 다다는 김대리 들 바쁘게 일하는데 무슨 휴가를 쓴다고 저 이랑 휴가 다녀오고 싶어서요. 남들 다 열심히 너만 갔다오고 싶니? 분들은 다들 갔다오셨구 가 맡고 일은 이번주에 끝낼 수 말씀드립니다 됐고 나중에 써 나중 혹시 언제쓰면 될까? 모르겠고 그냥 나중에
4,"아직 몰라. 9회 말이잖아. 한 방이면 된다!
분위기가 너무 넘어갔어. 가능할까?
이럴 때 해결사가 나와줘야지! 누구든!
제발 기적이라도 좀 일어나라!
다들 포기하지 말고 집중해야지!
맞아! 끝날 때까지 끝난 게 아니야!
가자! 역전 가자!"
1,"야 너 빨간가방
네? 저요 ?
그래 너. 여기 지나가는 애가 너말고 또 있냐?
아.아뇨. 무슨 일이세요?
누나가 말야 지금 담배를 사야하는데 딱 돈이 떨어졌네?
네.? 그런데요?
요즘 것들은 왜 이렇게 답답하냐 . 야 담배값 좀 주라고. 그러니까
제가 왜.
왜? 내가 말했지. 담배사야되는데 돈이 없다고. 그럼 니가 줘야지. 내 눈에 띄었잖아
저 돈없어요.
그래 당연히 없겠지. 그럼 어떻게 해야하나? 내가 담배를 못사서 못피면 니가 몸으로라도 떼울래?"
4,"야 혹시 10만원만 빌려줄 수 있을까? 이번 달 생활비가 조금 부족해서.
음... 10만원이면 나한테도 조금 부담이 되는데... 무슨 일 있어?
응 갑자기 예상치 못한 병원비가 나와서...
아 병원비! 얼마나 필요한데?
10만원만 빌려주면 정말 큰 도움이 될 것 같아.
알겠어. 딱 10만원만 빌려주는 거야?
응! 다음 달 월급날에 꼭 갚을게! 정말 미안하고 고마워.
그래. 알겠다. 잠시만 기다려. 바로 보내줄게.
진짜 고마워ㅠㅠ 너 아니었으면 큰일 날 뻔했어.
신경 쓰지 마. 얼른 병원 잘 다녀와!"
4,솔직히 말해봐. 넌 걔 죽었다는 소식 듣고 슬펐냐? 아니. 나도. 좀 속 시원했다는 주장도 들었어. 죽음 앞에 솔직한 감정이 꼭 미안한 건 아니잖아.
1,"승호야 나 지갑이 물에 빠져서 지금 아무것도 인식 안되는데 돈 좀 빌려주라.
응? 갑자기? 얼마나.?
한 4만원 정도? 빌려줄거지?
정말 미안해. 나 그정도는 없어
야 나 물에 지갑이 빠져서 카드 돈 다 잃어버렸다니까. 나는 아예 돈한푼이 없어.
미안해 나 진짜 돈이 없어
친구가 더 쩨쩨하게구네. 돈 좀 빌려달라고 어려운거 아니잖아 좀 도와주자 우리
아니 그건 아닌데 그럼 나는. 어떻게 벼텨.
나 용돈 받으면 너 돈 바로 줄게 그럼 되지 그러니까 빌려주는거다.
알겠어. 꼭 갚아."
0,네 왜 그러세요.느껴재밌잖아 너 건열을 에할거에요 해봐그러세요하면 정말 몸뚱아리를 로 갈기갈기 찢어버릴테니까 죄송해요아파하면가죄송할 희.없어. 어차피 마지막 오늘이원하시는대로 될테니까 죽어버려 가 뭘제그렇게 잘못했다고 .. 그냥 맘신고 안들어서 할게요 다칼이 원하는대로?
1,"야 돈이나 줘라
네? 아.
눈치챘지 똑똑하네
저 돈이 없는데요
그럼 너 주머니에 튀어나온게 뭔지 꺼네봐
네? 아.
누굴 바보로 아나 진짜 바보같은게
죄송합니다. 드릴게요
야 겨우 이것 밖에 없을리가 없을 텐데 이게 또 날 멍청이로 보냐?
죄송합니다. 다 드릴게요"
1,"저기요
네 왜요
돈이 없는데 빌려줘
얼마나요
그냥 지금 있는 돈 다
저 돈이 없어요
지금 돈 들고 있잖아
이건 병원비에요
나도 중요해 돈 내놔
싫어요"
4,"사장님께 감히 여쭤봅니다. 혹시 개인적으로 급하게 소액만 빌릴 수 있을까요?
박 주임 무슨 일인가?
네 다름이 아니라 오늘 점심 식사할 현금이 부족해서 만 원만 빌려주시면 정말 감사하겠습니다.
만 원이라면 급하게 쓰도록 하게 박 주임.
정말 감사합니다 사장님.
그래."
1,너 저금통에 돈 얼마나 왜? 나 돈이 조금 급해서 별로 없어 통 나 주 그건 금방 갚을께 나도 오래 정말 서운하게 이럴래? 주께
4,안녕하세요. 택배 오늘 받았는데 충전기가 . 정말요? 포장했는데 박스 안 잘 확인해보셨나요? 완전 비우고 봤는데 없습니다. 죄송합니다. 혹시 착불로 드리면 괜찮으실까요? 선불로 보내주시면 감사하겠습니다. 알겠습니다. 오늘 중으로 편의점 택배로 보내드릴게요. 확인되면 송장 공유 . 네 발송 후 전달드릴게요
4,저는 넷플릭스 드라마 '오징어 게임'의 각본집을 읽었어요. 드라마도 정말 인상 깊었는데 각본집은 어땠어요? 각 등장인물의 배경 이야기나 심리 묘사가 더 자세하게 나와 있어서 드라마를 다시 보는 듯한 느낌이었어요. 특히 오일남 할아버지의 마지막 상담인 '내 돈은 재미있게 쓰는 게 유일한 의미였어'라는 구절이 씁쓸하면서도 많은 생각을 하게 만들었어요.
2,우리 신입 사원 한번 소개 해볼까? 안녕하십니까! 입니다. 자네는 왜이리 목소리가 기어 들어가나? 죄송합니다! 노력하겠습니다! 자네 여자친구는 있나? 예 그렇습니다 뺀질하게 생겨서 애착는 하나보구만. 여자친구랑 결혼도 생각하나? 사이는 어떤가? 아 그게. 잘 지냅니다. 에게 그게 다야? 다음 회식 때 한번 불러봐 한번 물어 보겠습니다.
4,주말에 뭐 할 거야? 혹시 시간 되면 같이 PC침실 갈래? PC침실? 오랜만이네! 좋지! 뭐 할 건데? 요즘 '격투의 신' 새로운 시즌 시작했거든. 같이 랭크 게임 돌리자. 오 그거 재밌겠다! 나도 오랜만에 실력 발휘 좀 해볼까? ㅋㅋㅋ 너 아직 녹슬지 않았지? 기대해도 되는 거지? 당연하지! 너 오늘 아주 혼쭐을 내줄게. 좋아! 그럼 이따 보자! 몇 시에 어디서 만날까? 6시쯤 [PC침실 이름] 앞에서 볼까?
