class,conversation
1,"민철아
어?
우리는 친구잖아 친구 좋은게 뭐야?
 글.글쎄
서로 돕고 사는게 친구 좋은거잖아?
으응. 맞아
그렇지? 그건 어린이들도 아는 내용이잖아
어어.
내가 배가고파서 그런데 가서 빵좀 사다줘라
.어?.그럴게 돈은.
 야 내가 지금까지 친구 좋다는게 뭐라고 했어? 니가 니돈으로 사와야 진정한 친구지 안그래?? 새끼가 멍청하게"
4,"와!
깜짝이야! 무슨 일이야?
하하, 놀라셨어요?
놀라게 해서 죄송해요.
이제 이런 장난은 안 쳤으면 좋겠어.
알았어, 다음부터는 안 그럴게.
그래, 장난은 적당히 해야 재밌지.
나한테는 조금 무서웠어.
미안해, 다음부터는 조심할게.
응, 고마워."
0,"나 지금 내 집에 있는데 왜 그래?
빨리 오라고
너 지금 다른 남자랑 있잖아
나 지금 집에 혼자 있는데 무슨소리야?
너 지금 캔모아 술집에서 다른남자랑 술먹잖아
무슨소리야? 그걸 오빠가 어떻게 알아
지금 내 눈으로 보고있어 당장 와
싫어 난 오빠보다 이 사람이 더 좋아
내가 너랑 그 남자 둘다 죽여버릴거야
어디 한번 해봐 신고할테니까
신고하기 전에 죽일거야"
3,"나 힘들어 그만좀 해
내가 뭘 어쨌다고 장난 좀 치는거 같고
힘들다고
넌 친구끼리 장난도 못받아주냐
장난? 장난으로 던진 돌에 개구리는 맞아 죽는다고
어쭈 유식하네
야 이새끼 존나 유식하다
그만 좀 하자
그러니깐 너도 동참해
윽 정말 죽고싶다."
3,"이마가 점점 넓어지는 것 같네
안 그래도 고민이다
야 넌 머리까지 없으면 너무 우울하다
안 그래도 스트레스다
돈도 없고 못생긴게 머리도 없으면 어쩌냐
그만해라
돈이라도 있으면 머리라도 심지
그만하라고
왜 나한테 그러냐 탈모는 유전인데
하"
4,"야, 내가 뭐라 그랬냐. 분명히 잘 될 거라고 하지 않았냐. 그렇지?
아, 네네. 어르신 말씀이 맞습니다. 좀 조용히 해주세요. 잠 좀 자게요.
아이고, 형님도 참. 우리가 무슨 잘못이라도 했습니까? 다 같이 좋은 일 하자고 하는 거 아닙니까?
저분 같은 분들은 빨리 좋은 일 생기면 좋겠네. 복도 많으시네.
아, 나 정말 뭐라 했는가? 내가 진짜 여기 있지만 않았어도 좋은 일 많이 만들어 드렸을 텐데.
아, 저분은 입이 열 개라도 할 말이 없을 거요. 너희들 오늘 좋은 꿈들 꾸시오. 좋은 일 많이 생길 거니까.
형님도 참, 농담도 잘하시네요.
어떻게 그렇게 좋게 말씀하시나. 밥 먹을 때도 좋은 일만 생길 겁니다. 복 받으실 거예요.
아, 따, 빨리 조용히 잠 좀 자자니까.
좋은 일 많이 생기실 겁니다."
0,"미친새끼야 아니라고
연락하지 마세요.더 연락하면 협박으로도 신고합니다
그래 내가 죽였는데 왜 너도 죽여줘?
니 주소 다 알아 딱대 너도 죽여줄테니까
경찰에 신고했습니다
죽는다 발 3대가 되게 만든다 지금 간다 너 죽여주러
법대로 하세요.
신고만 안하면 돈줄게 끼야
이미 신고했습니다.
전화 받으라고 발
차단합니다."
1,"저기 내가 차비가 없어
네?
그래서 그런데 너 돈 얼마있어?
이거 오늘 학원끝나고 저녁 사먹을 돈인데요.
응 그렇지? 너는 밥이 문제인데 나는 돈이 없어서 집에를 못가네?
그건. 그쪽 사정인데.
이런 척박한 사회에서 좀 돕고 살면 좋지 않아??
저는 이 돈 없으면 저녁 못먹는데.
집에가서 먹으면 되잖아 갑갑아 좀 줘봐 맞고 줄래 그냥 줄래?
여기요."
3,"야돼지
나.?
그래 여기 급식소에서 돼지가 너 빼고 더 있냐?
야 그 피자빵은 왜 들고가냐 안먹고
나.나중에 먹을려고
돼지새꺄 형이 다이어트시켜줄께
다이어트.?
그래임마 내놔 살빼야할거아니야
아.아니 그건.이리줘.
뭘 이리줘 살빼 새꺄 형이 잘먹을께"
4,"너 요즘 잘 지내? 무슨 일 있어?
응? 무슨 일?
아니, 요즘 남자 친구랑 데이트하는 모습이 자주 보이길래. 친구로서 잘 지내는지 궁금해서 물어보는 거야.
아, 응. 잘 지내.
남자 친구랑 자주 데이트하는 것 같아서 보기 좋다.
응, 고마워.
남자 친구랑 좋은 시간 보내고, 항상 행복하길 바라.
응, 너도."
2,"한재씨 내일 뭐해요
저 아무 일도 없습니다
그럼 내일 제 업무 좀 도와줄 수 있나요?
네? 제가 그걸 왜 하죠?
한 번만 해주시죠.
안될것 같아요
재가 알바도 아니고
지옥같은 회사 생활 하고 싶으세요?
아니 그건 아니죠
죄송한데 그건 못 할것 같습니다"
4,"엄마, 혹시 시간 괜찮아? 이야기 좀 하고 싶은데.
그래, 무슨 일이야?
저번에 엄마가 힘들다고 했던 거, 혹시 내가 도와줄 일 있을까 해서.
아, 그랬었지. 네가 신경 써줘서 정말 고마워.
엄마가 힘들면 언제든지 나한테 얘기해.
그래, 고맙다.
내가 엄마 딸인데, 당연히 도와드려야지.
우리 딸, 정말 착하네.
엄마, 사랑해.
나도 우리 딸 사랑해."
2,"야 아침에 준 일 아직도 안 끝났어?
네 지금 하고 있습니다.
내가 언제 하고 있냐고 물었냐. 정신 똑바로 차려.
죄송합니다. 빨리 마무리해서 공유드리겠습니다.
아니 언제 끝나냐고. 언제.
한시간 내로 끝날 것 같습니다.
넌 인간이. 글러먹었네.
죄송합니다.
그렇게 굼뜨게 행동해서 뭐 하나 제대로 하겠냐.
죄송합니다. 빨리 하겠습니다.
일을 주면 언제 끝낼 수 있다 언제까지 한다 빨리 빨리 공유를 해야지.
다음부터 빨리 공유하겠습니다.
이런 어떻게 입사를 한거야. 짜증나게 진짜.
죄송합니다."
1,"이번 길동회사 신제품이 회사꺼랑 같던데요?
큰 회사들끼리 제품을 경쟁하다보면 충분히 그럴 수 있다고 생각합니다.
근데 이 서류들은 어떻게 해명하실건가요?? 길동 회사에 어째서 회사 원가와 판매가 연구일지들 복사본들이 있는거죠?
그건.
지금 회사는 이런 속내도 모르고 비상사태이니. 
원하는게 무엇이죠?
제가 지금 돈이 너무 궁하네요 통장에 딱 6천만 있으면 좋을 것 같은데
지금 당장 6천을 어디서 구하란 말입니까.
그건 제 알빠가 아니고요 오늘 3시까지 6천만원 입금이 안돼있으면 이 증거들 제 손을 떠날 겁니다.
알겠습니다."
4,"혹시 내 지갑 봤어?
아니, 못 봤는데.
정말 못 봤어? 혹시라도 보면 말해줘.
정말이야. 왜 그래?
혹시 네가 가져간 건 아닐까 해서. 오해했다면 미안해.
아니야, 괜찮아. 나도 찾아볼게.
혹시라도 찾으면 꼭 말해줘.
응, 알았어.
경찰서에 가봐야 하나."
4,"어이, 혹시 시간 괜찮아?
응, 왜 그래?
여기 자료 좀 줄 테니까, 저쪽 매점에서 빵 좀 사다 줄 수 있어?
어떤 빵 사다 줄까?
간단한 걸로 아무거나 괜찮아.
알겠어.
혹시 거스름돈 생기면 네가 가져도 돼.
고마워."
2,"어머 김팀장 오늘 일 되게 빨리 끝냈네? 어디 가나봐?
아네 급한 일정이 있어서
얼씨구? 어디서 먼저 퇴근하려고. 지금 김팀장만 바뻐?
아 진짜 제가 급해서요.
일하는 꼬라지 하고는. 이래놓고 무슨 퇴근이야?
제 할일은 다 했습니다
어디서 따박따박 말대꾸야? 어른이 얘기하면 그냥 알겠습니다 죄송합니다 하면 되지 무슨 잔말이 이렇게 많아?
.죄송합니다.
오늘은 퇴근할 생각 꿈도 꾸지마. 알아들어?
네."
2,"이번주에 뭐하나 김사원
아 딱히 별일은 없어서 집에서 쉬려고합니다
아 잘됐네
네?
이번주말에 우리 삼촌이 가평에 갈비집을 여는데 손이 부족하다하네
네? 그게 왜 저랑 .
자네 젊었을때 갈비집에서 알바했다고 면접볼때 그런게 생각나서 오랜만에 적성도 살리고 갈비도 먹고 바람도 쐬고 좋지 않은가
아 그건 좀 힘들것같습니다
별일 없다고 하지 않았어?
네. 그래도 좀
참 요새 젊은 사람들은 정이 없어 정이 그렇지?
죄송합니다.
앞으로 정없이 칼같이 나도 자네에게 대할세"
4,"애들아, 나 이번에 반지 샀어!
뭐야? 우와, 그거 비싼 거 아냐?
응. 갖고 싶었던 거라 용돈 안 쓰고 모았어!
와, 예쁘다!
응? 무슨 소리야, 갑자기?
아니, 디자인이 특이해서. 혹시 어디서 샀어?
그냥 인터넷에서 샀어.
진짜 신기하다."
4,"저기, 혹시 길을 잃으셨나요?
네? 아, 네. 여기가 어딘지 잘 모르겠어요.
어디를 찾으시는 건데요?
음... 이 근처에 공원이 있다고 들었는데.
아, 공원이요? 저쪽으로 쭉 가시면 바로 나와요.
아, 정말요? 감사합니다!
천천히 가세요."
4,"혹시 잠깐 이것 좀 빌릴 수 있을까?
 음... 전에 빌려 간 이어폰은 언제 돌려줄 수 있어?
 아, 그거? 지금 잘 쓰고 있는데, 나중에 필요하면 말해.
 고마워.
 친구끼리 이 정도는 괜찮잖아. 잠깐 쓰는 건데.
 응, 고마워. 잘 쓸게.
 잘 쓰고 꼭 돌려줘. 비싼 거라서."
4,"자기. 요즘 몸이 많이 안 좋은가 봐?
죄송합니다. 요즘 들어 컨디션이 많이 안 좋았습니다.
죄송할 건 없고. 혹시 필요한 도움 있으면 말하게.
죄송합니다.
앞으로는 건강 관리에 더 신경 써서 회사에 도움이 될 수 있도록 노력할게요.
앞으로는 건강관리 잘 하겠습니다.
아니. 솔직히 컨디션이 안 좋으면 업무에 지장이 있을 수도 있으니, 미리 말해주는 게 좋을 것 같아요.
앞으론 잘 하겠습니다.
몸이 안 좋으면 쉬는 것도 방법이니까 너무 무리하지 마세요.
죄송합니다."
4,"차렷! 최 일병!
일병 최치수!
음, 자네는 체격이 아주 좋군.
감사합니다!
체력이 좋아서 훈련에 도움이 되겠어.

하!
하? 무슨 생각 하는 건가?
부족한 점이 있다면 말씀해주십시오.
자네는 잠재력이 무궁무진하네. 앞으로 더 발전할 수 있을 거야.
더욱 열심히 하겠습니다!
그래, 항상 긍정적인 자세로 임하도록!"
0,"물건은 어디 있지?
여기있습니다. 어.? 분명 가져왔는데.! 가져왔어요?
헛소리 하지마 어딜 또 빠져나가려고
아 진짜에요 정말 잘못했어요
준비 못하면 두당 이빨 하나씩 분명히 말했을텐데
아 제발요 안돼요
이빨이 싫으면 뭐 다른걸로 할까.? 어디보자 이 눈알 한짝으로 할까
일주일만! 일주일만 시간을 더 주세요 그뒤로는 시키는 대로 할게요
시키는대로? 목숨을 내놓을 준비는 되었나
예예 뭐든 하겠습니다"
2,"김대리 이걸 작업이라고 해 온 건가?
네?
아주 엉망이야. 초등학생도 이거보다 잘하겠어
죄송합니다.
이래서 멍청한 것들은 뽑으면 안돼. 인사팀은 어쩌다 이런걸 뽑았어?
죄송합니다.
자네 부모님도 자네가 이렇게 멍청한 거 아시나?
죄송합니다
자네는 죄송하다는 말밖에 못하나? 가서 제대로 다시 해 와
네.알겠습니다."
4,"오늘따라 옷이 멋있으시네요.
칭찬 감사합니다.
혹시 오늘 특별한 약속 있으신가요?
아뇨, 그냥 기분 전환 겸 산뜻하게 입어봤습니다.
옷이 잘 어울리셔서 팀 분위기도 밝아지는 것 같아요.
정말요? 감사합니다. 팀에 긍정적인 영향을 줄 수 있다면 좋겠네요.
혹시 오늘 저녁에 시간 괜찮으시다면, 함께 저녁 식사라도 하시겠어요?
좋죠. 저도 팀원들과 함께 식사하면서 편하게 이야기 나누고 싶었습니다.
그럼 퇴근 후에 뵙겠습니다.
네, 오늘 저녁에 뵙겠습니다."
1,"우리 범생이 돈 얼마 있어?
없어
그럼 돈 나오면 10원에 한대씩?야 뒤져
하지마
오호 필통에 숨겨놨네
내놔 내 돈이야
난 깡패가 아니라 때리진 않아 대신 내일 10배로 가지고와 그럼 용서해줄게
무슨 용서야
돈 없다고 거짓말했잖아
너네 정말 최악이야"
0,"제발 이러지마. 나도 그러고 싶지 않았어.!!
입 닥쳐 !! 너가 죽인 거야.!! 
제발 !! 나도 그럴려고 그런거 아니야.!! 실수.그래 실수야.
.엎어진 물을 주워담을 수 있을 것 같아.??
잘못했어.너가 시키는 대로 다 할께!! 자수하라면 자수할 테니깐 제발.
그래.? 시키는 대로 다한다는 거지??
그.그래.!! 다할께.!!
이거 니 머리에 쏴
어.어.??
쏘라고 당장!!!!!"
4,"여기서 담배 피우시면 안 됩니다.
아, 죄송합니다. 몰랐습니다.
학생이신 것 같은데, 담배는 건강에 해롭습니다.
신경 써주셔서 감사합니다.
담배는 끊는 게 좋습니다.
알겠습니다. 노력해볼게요.
건강이 제일 중요합니다.
정말 감사합니다."
2,"야 대리 너 이리와바
네 부장님 무슨일이십니까
이거 급하게 처리하라는거 아직 안했지
지금 막 하고있습니다
야 빨리빨리 하라고
죄송합니다
사람이 무능한것도 정도가있지
죄송합니다
잘좀하자잘좀
빨리 하겠습니다"
4,"저기요, 혹시 길 좀 여쭤봐도 될까요?
네, 말씀하세요.
혹시, 이 근처에 지하철역이 어디에 있는지 아시나요?
아, 저쪽으로 쭉 가시면 바로 나옵니다.
정말 감사합니다.
별말씀을요.
혹시, 더 궁금한 점 있으신가요?
아니요, 괜찮습니다. 덕분에 잘 찾아갈 수 있을 것 같아요.
다행이네요.
다시 한번 감사드립니다."
4,"팀워크가 중요하니까, 모두에게 공평하게 패스하는 게 좋겠지?
그렇지. 모든 팀원이 함께 만들어가는 거니까.
지난번에는 패스 타이밍이 조금 아쉬웠어.
아, 그랬어? 다음에는 더 신경 써볼게.
서로 협력해서 더 좋은 결과를 만들 수 있도록 노력하자.
그래, 서로 도와가면서 성장하는 게 중요하니까.
다음 경기에서는 더 좋은 호흡을 보여주자.
좋아, 너도 최선을 다해줘.
서로 응원하면서 즐겁게 경기하자!
응, 즐겁게 하는 게 제일 중요하지!"
4,"김대리, 오늘 서류 작업 마무리에 박차를 가해주면 좋겠어요.
부장님, 퇴근 시간이 5분밖에 안 남았는데요.
알고 있어요. 그래도 부탁하는 거예요.
오늘 저녁에 선약이 있어서 조금 어려울 것 같습니다.
그렇다면 서류 마치고 약속에 가면 되겠네요.
부장님, 이 서류 양이 꽤 많다는 거 아시죠?
김대리 능력 있잖아. 잘 해낼 수 있을 거야. 힘내요!
최선을 다하겠습니다, 부장님.
부탁해요. 그럼 저는 퇴근해 볼게요.
네, 수고하셨습니다."
0,"말씀하신 자료 구했습니다.
어 수고했어.
하실 말씀이 그게 다입니까?
이게 다인데?
이번 건만 마무리하면 제 딸 풀어주신다고 했잖습니까.
아 사정이 좀 생겨서 말이야.
무.무슨!
일이 그렇게 됐어. 한 번만 더 나 좀 도와줘야겠어.
.그 말을 믿을 수 있을 것 같습니까?
믿고 안 믿고는 중요하지 않지. 딸 목숨이 최우선 아닌가?"
1,"저기요 운전 그따위로 하실거에요?
아니 저기요 당신이 일부러 차 바퀴에 다리를 갖다댄거 다 봤습니다.
아니 이 사람아 우선은 사람 다리가 찍혔으면 사과 부터 해야지 어디서 싸가지 없게
저기요 다친건 안타깝지만 뭔가 고의적이었던게 느껴져서요 혹시 합의금 때문에 그러신건
아니 이 사람이 진짜 내가 그럴 사람으로 보여? 어디 법정까지 가봐?
죄송하지만 블랙박스 있거든요 한번 제대로 아니 그거 주세요
젊은 친구가 야비하게 일단 이건 부셔놓고
저기요 뭐하시는거에요!
자 이제 법정에서 봅시다."
4,"어이 재형아
어, 누구세요? 재형이라고 부르시네.
아, 안녕하세요.
아.. 네. 혹시 무슨 일 있으신가요? 제가 뭘 잘못했나요?
아니, 재형이라고 부르지 말라고 하길래.
아, 오해하셨나 보네요. 죄송합니다.
그래, 현우야, 이제 그만 하자. 오해가 있었던 것 같아.
아니, 웃긴 사람이네. 오해라니. 됐어, 신경 쓰지 마.
현우야, 적당히 해. 괜한 오해로 일 크게 만들지 말고.
착하게 대해줘서 고맙다.
적당히 하라고? 내가 뭘 잘못했길래 그래? 오해 좀 풀자.
아, 오해였구나. 다행이다. 그럼 하교할 때 같이 게임할래?
중학교 생활 즐겁게 보내자.
너도 좋은 하루 보내. 오해해서 미안해."
4,"팀장님, 새 PC 설치는 언제쯤 될까요?
아, 박사원. 미안해요. 지금 예산 문제로 당장은 어려울 것 같아요.
두 달째 노트북으로 업무를 보고 있어서 조금 불편하네요.
사정이 이렇다니 어쩔 수 없죠. 조금만 더 기다려 줄 수 있을까요?
그럼 제 노트북을 계속 가지고 다녀야 할까요?
네, 당분간은 그렇게 해야 할 것 같아요. 불편하시겠지만 협조 부탁드려요.
업무에 지장이 조금 있어서요.
불편한 점이 있다면 언제든지 이야기해주세요. 최대한 지원할 수 있도록 노력할게요.
불편을 드려 죄송합니다. 최대한 빨리 해결될 수 있도록 노력하겠습니다."
0,"시끄러워! 시끄럽다고!
 뭘 잘했다고 이 새끼 이거 너 당장 게임 안꺼?
 시끄러우니까 나가라고
 뭐? 너 지금 아빠한테 뭐라고 한거야?
 아빠면 뭐? 아이씨
 아이씨? 이게 어디서. 너 지금 어 때리기라도 하겠다는 거야? 주먹쥐고? 그래 어디. 어디 이게 공부도 못하는게 쌈 박질만 배워 가지고 집구석에 처박혀서 허구헌날 게임이나 하고 나가서 애들을 패고 오지를 않나.
 으아아악!
 너.너 지금 뭐하는거야?
 으아아악! 죽여버릴거야!
 진정해! 일단 칼 내려놓고
 내가 죽어버리면 되지? 공부도 못하는데 죽어버리면 속 시원하겠지?
 너 그 칼 못내려놔? 이 새끼가
 으아아악! 다 죽여버릴거야!나도 죽고 다 죽여버릴거야!"
1,"자기야 나 10만원만 빌려줄 수 있을까?
 한 두번도 아니고 이제 그만할 수 없어?
 이번에 진짜 급해서 그래. 큰 아버지가 병원에 계신대. 좀 빌려주라? 응? 병원은 가봐야지.
 그니까 그걸 왜 나한테 빌리냐고. 너희 가족문젠데.
 열받게 하지말고 좀 빌려줘
 진짜 열받는 사람이 누군데?
 발 그것도 못해줘? 연인사이에?
 물건집어던지지마! 욕도 하지말고.
 그니까 좋은 말로 할 때 빌려줬으면 서로 좋잖아.
 진짜 마지막이야."
4,"결혼 정말 축하해!
고마워, 와줘서 너무 기뻐.
오늘 정말 예쁘다. 역시 신부는 다르네.
다른 친구들은?
다들 밖에서 인사하고 있더라. 신부 대기실에 먼저 왔어. 혹시 신혼여행은 어디로 가?
아직 안정했는데, 좋은 곳 있으면 추천해 줘.
나는 휴양지 스타일이 좋더라. 아니면 유럽도 좋을 것 같고.
그래? 참고해야겠다. 시댁에서는 어디가 좋다고 하시던?
시댁에서는 자연 경관이 좋은 곳을 추천해 주셨어.
서로 의견 잘 맞춰서 좋은 곳으로 다녀와.
응, 그럴게. 와줘서 다시 한번 고마워."
4,"요즘 만나기가 좀 어렵네. 나도 많이 힘들어서 그래.
혹시 내가 뭘 잘못했는지 말해줄 수 있을까?
아니, 네 잘못은 아니야. 그냥 내가 좀 지쳐서 그래.
무슨 일인지 이야기해 줄 수 있을까? 내가 도움이 될 수도 있어.
걱정해줘서 고마워. 그냥 요즘 여러 가지로 힘든 일이 많았어.
정말 미안해. 힘들게 해서. 우선 만나서 이야기 나누는 게 좋을 것 같아.
그래, 만나서 이야기하자.
그래, 좋아."
4,"민재야, 밥은 잘 챙겨 먹었니? 누나가 오늘 같이 저녁 먹자고 했는데, 바쁜 것 같아서 집 앞에서 기다리고 있어.
아, 누나. 연락은 자제해 달라고 부탁드렸었는데요. 혹시 집 주소는 어떻게 아셨어요?
전에 팀 과제 끝나고 집에 간다고 했을 때, 방향이 같아서 같이 걸어갔었잖아. 그때 알게 됐어.
아, 그랬었죠. 기억이 잘 안 나네요.
지금 어디야? 혹시 많이 늦어? 누나가 여섯 시간이나 기다렸어. 다리도 아프고, 얼른 들어가고 싶다.
죄송하지만, 오늘은 좀 어려울 것 같아요. 누나가 개인적으로 알아낸 정보로 찾아오는 건 좀 부담스러워요.
보고 싶어서 그래, 민재야. 얼굴만 잠깐 보고 가면 안 될까?
아, 죄송해요. 오늘 아르바이트 때문에 늦게 들어가요. 그냥 돌아가시는 게 좋을 것 같아요.
아르바이트? 원래 월, 수, 금에 하는 거 아니었어? 그럼 누나가 아르바이트하는 곳으로 잠깐 찾아갈게.
제 스케줄까지 다 아시는 것 보니 좀 소름 돋네요. 아르바이트하는 요일은 친한 친구도 잘 모르는데...
너무 무서워하지 마. 그냥 네가 동생 같아서 그래. 잠깐만 기다려, 금방 갈게."
4,"사장님 안녕하세요. 출근하셨습니까? 생신 축하드립니다! 제가 편지도 써왔습니다!
오, 편지? 야, 감동이다. 한번 읽어볼게. 음... 야, 근데 글씨체가 독특하네.
아, 제가 어릴 때부터 글씨가 좀 개성 있다는 말을 많이 들었습니다.
정성이 느껴지네. 내용이 궁금해지는데?
에이, 사장님 왜 이러세요. 그냥 마음만 봐주세요. 글의 내용! 제가 거의 3일을 고민하면서 쓴 편지라구요.
글의 내용이 정말 기대되네. 어떤 마음을 담았을까?
사장님, 사장님 생신이라고 제가 선물이랑 편지 하나하나 다 준비한 건데 너무하세요.
야, 왜. 아니, 딱 글씨체만 봐도 알 수 있는 게 약간 글씨가 톡톡 튀는 게 평소에도 창의적인 생각을 많이 하는 것 같아.
아닙니다. 자꾸 그렇게 얘기하실 거면 돌려주세요. 저도 이런 말 듣고 드리고 싶은 생각 없어요.
야, 그래. 가져가, 가져가. 너의 개성이 묻어나는 글씨체와 진심이 담긴 편지, 정말 고맙다. 잘 간직할게.
아닙니다."
