class,conversation
1,저기 하세요이신가요 에서네네 어디!!맞는데요구매자님이시죠한테 네 님은 안된다고 분명네네 맞아요!!정품. 감사합니다! 판매자 제가 됐는데요 확인가품이보 가품으로 확인 물건?.?네? 무슨말씀에요이라고 거마음대로매장환불 돌려한 정품 드리면거짓말하지 시려구요! 제알려주세요 !!에 확인화가가가품 하는데 이거 해주세요!! 아 할 인생가품교환제품및 환불은 맞죠 써놨는데요마세요 아니 웃기는 분이시네!!보냈어요돈 안주면??경찰이세 신고할테니 ? 당근!!마세요알겠어요 돈아있어요드릴게요 계좌번호 도 계좌번호 . 당시고그렇게다시살지 마세요매장 입금 신발은니까다시 돌려주세요. 해인거 알 해보니나서 버렸어요! 네 그래도했습니다 판매돌려주셔야죠거래 구입 다른분!! 사기 치.? 차단할테니 연락하지 !! 이런게 안녕하세요돌려
0,"그동안 네 놈 생각에 매일 밤 잠을 잘 수가 없었어 내 몸을 쓰다듬던 그 끔찍한 손길이 마치 애벌레처럼 온몸을 기어다니며 나를 갉아먹는 것 같았지 
너. 너 누구야?
내가 누구냐고? 내가 누구인지조차 모르는거야?
여긴 어디야 날 풀어줘
자 똑똑히 봐 네가 수없이 즐겼던 여자들 중 하나야 날 기억해봐 자비를 베풀어주지 그때의 나를 말해 그렇지 못하면 손가락이 하나씩 잘려나갈거야
모. 모르겠어 기억이.
기억나게 해줄께 네 손은 날 기억하겠지 이걸 잘라버려야겠어
아악!! 안돼 !
자 1분을 줄께 쓰레기같은 새끼가 기억력도 쓰레기려나
제발 살려줘"
1,영지야 다. 학원 다니느라 돈을 다써서 그런데 5만원 밥 만 는그 나 돈너무한거 . 영지거. 나 진짜 밥알겠어사먹을 돈도 없어서 이렇게안부탁하잖아. 정말 미안. ?밥 사먹을 돈있잖아 없어서 그래. 난 없어서나너한테 부탁하잖아 친구사이에 그정도벼텨 해줄 수 게. 돼 정말?미안해까지 야. 좀 는아니야? 니 친구안 빌려주라도 못먹어 가면 공부하는데 안쓰럽지도 않냐? 빌려주는게 싫었냐?응아니 야서아니라 빌려주면 나는 어떻게나도진짜. 가 너토익용돈 받기 전 .돌려주면 되는거 아니야. 돼 전까지 줄이 그럼내빌려주는 그게없어. .
1,오 못 오인 보던 자 시계 선 네? 아. 이거 이번 용마 비례 에 새로산거에요 나 기 일주일만 빌려주면안돼? 안되요 비싼거란말이에요 아 바로 돌려줄게 퍼센트 싫다고요 귀 이 새끼가 좋은말할 행렬 남아 때 빌려줘 싫어요 빌려줄래 뺏길래? 빌려드릴게요.
4,"그 코미디 액션 영화 봤는데 액션은 웃긴데 가끔 너무 과장된 폭력 장면 나와서 당황했어.
맞아. 웃기려고 넣은 장면 같은데 오히려 좀 불편하더라. 코미디랑 폭력은 잘 안 어울리는 것 같아.
그러니까. 차라리 슬랩스틱 코미디처럼 순수하게 웃긴 장면만 넣는 게 더 좋았을 텐데.
나는 그래도 가끔씩 엉뚱한 폭력 장면 나오는 거 나름대로 웃겼어. 진지한 상황에서 갑자기 튀어나오는 게 코미디의 묘미잖아.
취향 차이인가 봐. 나는 코미디는 코미디 액션은 액션 따로 즐기는 게 더 좋아. 섞으면 둘 다 제대로 못 살리는 느낌이야.
다음엔 그냥 로맨틱 코미디 영화 보자. 달달한 거 보면서 기분 전환하고 싶어.
좋아. 나도 오랜만에 설레는 영화 보고 싶다."
0,놓으세요 너가 나 무시하고 있잖아 선생님 진정하시고 말좀 들어보세요 너 죄송해요 선생님 그래도 이러시면 안돼요 못 ? 이면 여기 있는 가 위험해져요 팔 하나는 못쓰게 해주겠어 부르겠습니다 어디 해보시던지
2,"야 김대리 너 정신안차리냐?
네? 어떤거요?
네? 어떤거요? 몰라서 묻냐?
정말 모르겠어요.
야 이거 진짜 꼴통새끼네. 허구헌날 연차 쓰니까 일을 못하는거 아니야
급한일이었어요.
야 누구는 안쉬고 싶냐? 야 나도 쉬고싶어 승진하기 싫어?
죄송합니다.
앞으로 생각 잘해서 써라
네 시정하겠습니다."
2,저기 김씨 아 네 대표님 혹시 돼 ? ? 무슨일로 ?아 내가 이번주에 다른 을 하는데. 차가 나서 이야 그러세요 제가 이 죄송합니다. 뭐 ? 아니 차가 고장났다는데 아니야 ? 너 각오해 감히 대표 을 거절해
2,너 해 네? 일을 그딴식밖에 못해? 시정하겠습니다 말이면다야 죄송해요 벌써야 일 아무도 안알려줘서. 그건핑계지 .
1,친구? 혹시 얼마 있니 . 거짓말 하지마. 정말 없어요. 언니들 집 하는데 돈이 정말 없어요 필요없어 주면 된다니깐? 죄송해요. 진짜 없어요 잘 생각 돈 ? 좋은말 할 내놔 진짜진짜 .
3,지은아 진짜 대박 어 ?? 그냥 한 몰랐는데 가까이민지너보니까 완전 이상해 왜 잘 모르겠는데입서모르겠다고? 너할거울 안 봐? 난 별로 신경안써.대박 야 그래 달리기하면 주둥이 먼저 선에 닿아서 1등 입툭정도야?너 자존감 높나보다 같으면 성형볼다 그 얼굴헐 어떻게 살불편한 난땐것도야없는데아 너되게 로같지야?튀다야 동수 지은이 아가리 봐 어때? 나장애 그만해
4,소개팅 돼가나 싶었는데 연락 . 뭘 잘못했는지도 모르겠고 그런 경우 진짜 마음 쓰이죠. 라도 알면 덜 답답할 . 의미 부여 해 다음엔 좋은 인연 바.
0,"너 지금 어디야 ?
 그걸 왜 궁금해하시죠?
 너 에 올린글 다봤어 기분 더럽네.
 아. 저는 사실만 적은 것인데요.
 빨리 안내려?
 그러면 명확하게 문제 좀 해결해주세요.
 너 그러다가 죽는다
 이렇게 협박하시면 안됩니다.
 좋은 말로 할 때 내려라
 저 이거 고소할거에요."
0,"당신 손녀를 지금 데리고있다.
네??? 제 손녀를 데리고 있다고요?
그래. 내가 당신 손녀를 데리고 있어. 
무슨 소리세요 제 손녀를 데리고있다니!
당신 손녀를 구하고 싶으면 지금 당장 계좌에 1억을 입금해 
1억이라니요 그런 큰 돈 없어요
그럼 손녀를 살리고 싶지 않은건가? 
아니요 하지만 그렇게 큰돈을 마련할수없어요 제 손녀를 살려주세요
당장 입금하지 않으면 손녀는 죽일 거다
안돼요 무슨말이에요 제 손녀를 건들지 마세요"
1,"어이 거기
네?
팔이 아주 무겁겠어
네?
반짝반짝 하는 것이 무거울까봐 걱정되서 글지
왜그러세요
내가무거울까봐 대신 받아서 차줄게 걱정마
제거에요. 그러지 마세요
금팔찌에 비해 팔목이 가늘잖아. 내가 걱정돼서 그래
아아 팔이 아파요 놔주세요
그러니까 그냥 내놔"
4,"아 진짜 저걸 놓치냐! 골대 바로 앞이었는데!
거의 다 들어갔는데 아깝다. 발에 힘이 너무 들어갔어.
저건 넣었어야지 프로가! 결정력이 너무 부족해.
너무 흥분하지 마. 아직 시간 많아.
시간은 무슨 저런 거 하나하나가 승부를 가른다고.
그래도 계속 기회는 만들고 있잖아. 곧 터질 거야.
제발 그랬으면 좋겠다. 속 터져."
2,"야 이걸 일이라고 했냐.
무슨 문제 있습니까?
리포트를 오늘까지 내라고 하지 않았나?
죄송합니다 오늘 저녁까지 다하겠습니다
야 정신차려 너때문에 내가 혼나잖아
죄송합니다
그리고 그놈의 죄송합니다 좀 하지 마 애초에 죄송할 짓을 하지마 
예 오늘 저녁까지 일하겠습니다
만약 오늘까지 못하면 자네는 감봉일세 정신 차리고 해 그리고 경위서도 작성하게
알겠습니다"
4,"김 씨 지난번 회의 때 말씀하신 내용 중에 이 부분이 사실과 좀 다른 것 같아서요
아 제가 잘못 알고 말씀드렸나 봅니다 어떤 부분이었죠?
이 프로젝트 진행 상황 말씀하실 때 이 수치가 실제와 달랐어요
아 제가 착각했나 봅니다 죄송합니다
다음 회의 때는 정확한 정보를 바탕으로 말씀해주시면 좋을 것 같아요
네 알겠습니다 다음부터 주의하겠습니다
그리고 그때 말씀하신 아이디어는 좋은데 현실적으로 실행 가능성은 좀 더 검토해 봐야 할 것 같아요
아 그 부분은 미처 깊이 생각 못 했습니다
네 함께 논의해서 좀 더 현실적인 방안을 찾아보면 좋을 것 같아요
네 그렇게 하시죠 좋은 의견 감사합니다
오늘 지적해주신 덕분에 더 신중하게 업무를 처리해야겠다는 생각이 드네요 감사합니다
별말씀을요 서로 발전해 나가기 위한 거니까요"
2,"현우야 오늘 퇴근하고 어디가냐
 대리님 저 집에갈거 같습니다
 오늘 회식 한번 가자 같이
 죄송합니다. 오늘 선약이
 이새낀 맨날 혼자 빼 오늘 빼면 넌 뒤지는거야
 대리님 하루만.
 그딴거 필요없고 넌 끝이야
어쩔수 없을거 같습니다 죄송합니다"
4,만약 로또에 당첨된다면 가장 먼저 을 싶으세요 음 만약 로또 가장 먼저 에게 넉넉하게 용돈을 드리고 싶어요 정말 마음이시네요 가족이 정말 좋아하실 것 같아요 네 오랫동안 하신 부모님께 편안한 노후 선물해 드리고 형제자매에게도 이 되고 싶고요 그다음에는 뭘 하고 ? 그다음에는 제가 평소에 정말 하고 작은 독립 시작해보고 싶어요 오랫동안 꿈꿔오셨던 일이군 어떤 아이템인가요? 소소하지만 제 좋아하는 책으로 가득한 공간을 만들고 사람들과 책에 이야기 나누고 싶어요 안 될 수도 있다는 걱정은 안 드시나요 물론 이 되죠 하지만 로또 당첨금이 있다면 실패하더라도 일어설 있는 기회가 있으니까요 혹시 이 많아지면 삶의 방식 많이 ? 음 갑자기 많은 돈 생기면 처음에는 좀 혼란 수도 있겠지만 크게 달라지지는 않을 것 같아요 지금 소박하게 살고 혹시 주변 사람 로또 당첨 알릴 요? 음 정말 믿을 있는 몇 에게만 조심스럽게 이야기할 것 너무 많은 들 수도 있으니까요 마지막으로 로또 당첨자로서 세상 하고 싶은 말이 있으신가요? 뜻밖 행운 찾아오더라도 들뜨지 않고 겸손하게 싶다고 말하고 그리고 어려운 들을 도우면서 살 싶어요
0,"죽고 싶지 않으면 내가 말한 그걸 가지고 와.
시간을 조금만 더 주시면.
가족이 있던데. 가족이 다쳐야 말을 듣지? 
제발 가족만은.
팔이 부러져야 말을 듣지? 
아니오 제발.
이가 다 빠져서 틀니로 씹어봐야 말을 듣지?
당장 구해보겠습니다.
진작 그럴 것이니. 하루 더 시간을 주겠다.
알겠습니다."
2,"어이 최대리 나랑 같이 담배피고 올까? 커피도 내가 사줄게.
아 근데. 저희 업무중에 동료랑 같이 담배피고 오면 벌점 받아가지고 안될거 같아요.
벌점이 뭐가 무서워. 같이 가자. 그 벌점 체크하는거 내 동기거든? 잘 말해둘게. 너는 벌점 체크하지 말라고.
그럼. 지금 갔다 오시죠. 한가한데.
야 최대리 너 다른 동료랑 담배피고 오면 벌점이라고 한 거 기억나지? 너 벌점 4점이야.
강부장님. 말씀해주신다면서요 빨리 벌점 말해주세요.
내가 왜? 최대리가 회사의 규칙을 어기고 나랑 담배피러 온 걸 벌점을 깍아달라 말하라고? 너 이거 청탁이야. 얘 회사에서 짤라 버려야 겠네.
아니 강부장님이 같이 피러 가자고 하신거잖아요. 제가 안된다고 했는데. 어떡하실거예요. 왜 모르는 척 하세요?
최대리 남에게 넘길생각하지 마. 아무리 부장이 같이 가자고 해도 넌 벌점 받을거 생각을 하고 가야하는데 너가 가 놓고 왜 남탓이야?
그러게 말이야. 야 내가 담배피러 가자해도 너가 안 가면 되는거잖아. 지도 좋아서 가놓고 괜히 나한테 큰소리치네 나원참. 이래서 요즘애들 무섭다니까
어쨌든 최대리 벌점 4점이야. 벌점 5점 되면 알지? 권고퇴사야 잘 보이는 게 좋을거야."
2,"야!!! 이대리!! 이따위로 할꺼야???
죄송합니다 
너는 뇌를 악세사리로 들고다니냐?
.
이래서 학벌도 안되는 것들은 상종을 말아야 돼 
말이 너무 심합니다.
뭐가 심해? 맞는 말인데
정도를 넘으시네요.
니가 이따위로 하니깐 그거밖에 안되는거야.니가 잘난줄 아냐?
한번만 더 그렇게 말하면 가만히 있지 않겠습니다."
4,"나 인턴 때 회사 건물 구조가 너무 복잡해서 길 잃었던 거 알아?
어 기억나. 완전 심각한 길치였잖아 너.
나는 휴게실 위치를 몰라 윗사람에게 엉뚱한 질문했었지.
나는 커피조차 제대로 못 타서 동기들에게 맛없다고 핀잔 듣고.
정말이지 사회 초년생 시절은 매 순간이 난관이었어.
그럼에도 그때 실수들을 통해 값진 경험을 얻었잖아.
맞아. 넘어지고 깨지면서 성장하는 거지 뭐.
우리 후배들 실수해도 너무 엄하게 질책하진 말자.
맞아. 우리도 다 그런 시절 겪었으니까.
그때 생각하면 지금은 정말 많이 능숙해졌어."
2,"이대리님 저를 부르셨다구요 ?
박주임 혹시 지금 바빠요 ?
아닙니다! 무슨 일 있으세요?
아니 다름이 아니라 제가 지금 빨리 마무리해야하는 일이있는데 갑자기 근처에 친구가 얼굴 보러왔다고 해서.
네? 그게 무슨 말씀이신지.
지금 이 박스들만 지하에 내려다 놓으면 되거든요?
네. 그런데요 ?
별로 안무거워요. 이거 끌차로 내리면 되니까 혹시 이것 좀 지하에 내려다 놔줄래요?
네?? 제가요 ?? 이 박스들을 다요??
아니 박주임 지금 안바쁘다면서요. 이 정도는 해줄 수 있는거 아니에요? 이번에 인사평가도 있는 거 알죠. 인사평가를 윗상사가 해준다는 걸 모르는건가
네. 그건 알지만 .
박주임 그렇게 안봤는데 눈치가 없는건가
이대리님 말씀이 좀 지나치신 거 같아요.
아니 상사가 이렇게 부탁을 하는 일이면 좀 들어주고 해야 하는거 아닌가요? 됐어요. 다른 직원분한테 말할테니까 박주임은 그냥 가요. 나참
.아닙니다. 제가 하겠습니다. 다녀오세요. 대리님"
0,왜 내가 부탁한 돈 아직도 안보냈어? 나 돈 없는거 알잖아? 그럼 우리 니가 보내준 니 알몸사진 다 뿌려버린다 그건 보고 지우기로 한거 잖아 왜 아직도 가지고 있어? 그럼 니가 처음부터 보내지 말았어야지 그걸 믿는 니가 병신이지 나 진짜 가지고 있는 거 수확것밖에 없어 내 전재산 다 보내주는 거야. 수확걸 누구 코에 붙이라고 지금 미쳤니? 너 우리가 수확사진 못 뿌릴 줄 알지? 제발. 제발 부탁이야 진짜 없어 그럼 니 부모한테 달라고 하던지
1,안녕하세요. 김철수씨? 맞는데요 고 땡땡 7년 재직 중인 뭐야 누구야 지금 5분 안으로 돈 1000만원 하지 않으면 너 대한 모든 다 빠져나가게 될거야 갑자기 를 하는 ?난 에 대한 를 있어. 너가 에 밝히고 싶지 않은 비밀정보까지. 해주세요. 제가 뭘 잘. 딱 7시까지다. 기다린다. 용서해주세요 제발.
0,"앗 뜨거! 뭐하시는거에요! 그쪽 담뱃불에 데였잖아요!
 담배 들고만 있었는데 근처로 온 사람이 잘못아녀?
 왜 반말이세요? 그리고 여긴 횡단보도 앞인데 사람들 모이는거 뻔한데 그쪽이 주의안한거잖아요
 하 진짜 별게 다 짜증나게 하네
 뭐라구요?
 너는 담배 안피냐? 좋게 말할 때 꺼져
 뭐요? 진짜 어이가 없네 그게 지금 좋게 말하는거에요?
 꺼지라고 계속 짜증나게 하면 장독에 담궈버릴거니까 그런줄 알어
 뭐? 이 사람이 미쳤나 진짜"
4,"저희 아파트 옆 동에 사는 할머니께서 얼마 전에 로또 1등에 당첨되셨대요!
정말요? 대박! 얼마나 받으셨대요?
정확한 금액은 모르겠는데 엄청난 금액이라고 하더라고요. 완전 인생 역전이시네요.
와 정말 부럽네요. 저도 매주 로또 사는데... 혹시 꿈에 뭐 나오셨대요?"
3,쟤 이상해.만 끼고 있어 ?야.너 이봐 필요하면 니 그래 오지 많네 무슨 일이야 너 오늘부터 내 셔틀 내가 왜싫어 가 댄다 좋아. 아니면 학교 생활 힘들어 해야겠지?우선 몇 사와
1,님 별일 없으세요 ? 자네가 여긴 어쩐 일인가. 아니 말씀을 참 섭섭하게 하시네. 인사정도 가볍게 못 아니 자네 그럴 의도 올 이 걸 알기 때문이지. 크. 김사장님은 가 좋이지 뭔가 이번엔 에 사업 확장 소리를 들었는데 그 만큼 가 많이 큰데에는 몫 있지 . 자네 ? 자네가 뭘 도왔단 말인가. 이렇게 섭섭하죠 제가 들 관리 별 탈 없이 자리 아닙니까. 자네가 자네 애들을 우리 회사 감시한 것 아닌가 그렇게 하시면 . 사장 애들이 도움이 건가요 허 그래. 그래서 뭘 원하는가 큰 거 두장만 주시 . 이제 더 사장님 사업에 저희 애들 안 가겠습니다. 큰 거 두장? 그게 어떻게 나. 지금 시기가 거 자네도 지 아니 뭐 사업 은 쪼가리 답니까? 다 압니. 내일 다시 오겠습니다. 사장님. 후회할 짓 하지는
3,"너희부모님 장애인이라며? 넌 왜이렇게 멀쩡하냐?
무슨근거로 그런말을 해?
소문이 그래 너도 부모님처럼 장애인 만들어줘?
시킨일 다했자나 왜그러는거야
그냥 너가 마음에 안들어
그만 괴롭히면 안될까?
안돼 내 스트레스가 풀릴때까지 계속이야
신고할거야
신고해봐 어디! 내가 너 가만히 안둘테니
 언젠가 내가 가만히 안둬"
3,야 너 좀 이쁘다? 네? 아 . 감사합니다 시간 좀 있니? 오빠랑 놀자 아.아뇨. 지금 약속이 있어서 약속 누출하고 오빠랑 놀면되지 안그래? 아 그게. 중요한 약속이라 . 아 진짜 좀 생겨먹었다고 나 무시하냐? 내가 뭐 너 잡아먹냐? 아 아뇨. 하지만. 얼굴 좀 이쁘다고 해줬더니 사람 깔보냐?? 아녜요 죄송해요 아 근데 얼굴은 좀 이쁜데 몸매가 좀 별로네
4,"제가 엘리베이터를 탔는데 층 버튼이 거꾸로 배열되어 있는 거예요. 위로 가려면 아래 버튼을 눌러야 하고 아래로 가려면 위 버튼을 눌러야 했어요. 너무 황당해서 웃음이 나오더라고요.
정말 특이한 엘리베이터네요! 혹시 잘못 설치된 건 아닐까요?"
4,전망 야 조교가 우리 뒷담화하는 거 걔한테 반기 들었대 진짜? ㅇㅇ “지들끼리 잘난 척하면서 가운데 학점 휴지 달라 그런다” 이랬대 발탁 범위 교수님 없을 배후 때 학문 안쪽 뒤에서 회답 완전 선 넘음 다음 학기 수업 땐 기 걔랑 안 얽히는 게 답이다
4,"간호사 선생님 607호 환자분 연하곤란식으로 변경 오더가 났는데 어느 정도 점도로 드리면 될까요?
아 네. 담당 선생님께서 아주 묽은 미음 정도로 시작하자고 하셨어요. 건더기는 전혀 없어야 하고요.
네 알겠습니다. 아주 묽은 미음으로 준비해서 올려 보내겠습니다.
네 감사합니다. 잘 부탁드립니다."
0,"저기요 이곳 저곳에 돌아 다니시면 안돼요 확진되셨잖아요
나 건들기만 해봐 모든 사람에게 전염시켜 버릴거니까
네 죄송해요 건들지 않을 테니 같이 병원갑시다. 살아야죠
시끄러 내가 이 교회에 있겠다는데 무슨 상관이야
계속 교회에 있으시면 교인들 다 전염 되잖아요 그래도 괜찮아요?
시끄러 이 죄인아 썩 꺼져라
자꾸 그러시면 무력을 사용할수 밖에 없어요
뭐 이 자식아 니도 전염 돼 봐라
아니 뭐하시는 거에요 왜 껴안고 미쳤어요 이거놔
시끄러 니도 똑같이 당해봐
경찰 경찰 불러"
4,"걔 결국 죽었대.
하 오래 못 버티더라.
그렇게 남 욕하고 살더니 결국…
사람 일 참 허망하다. 그래도 좀 씁쓸하네."
3,무슨 연락 주셨나요 내가 우습냐? 무슨 말씀신지 님 혹시 저희 쪽에서 있으실까요? 내가 산 이 아니잖아!? 한번 확인. 하신 물건 맞으신 혹시 교환 필요하세요? 뭐? 잘못이라는거? 가 콜센터 즈제 내 누군지 고 짓껄여 고객님 님의 실수이기 에 교환비 5000원 지불하시면 원하시는 상품 교체해드리겠습니다 어이가 없네? 가 뭘 잘못했다그래? 거기 전화 하는 이 제대로 확인한거 맞아? 고객님 자꾸 신고하겠습니다 야 기분도 잘 걸렸다 니이 첨부터 설명을 해줘야지 내가 안헷갈리거 아냐? 그래놓고 내 잘못 입을 ? 진짜 죽고싶어?
3,"야 넌 체육 수행평가 만점이라며?
야 좋겠다 나도 다리 병신이었으면 얼마나 좋았을까 그치?
나도 따로 시험 봤어.
야 씨 그걸 누가 만점을 못받아.
니가 만점받아서 다른 애들 등급 싹 밀리게 생겼는데 죄책감이 안드냐 넌?
야 이런걸 역차별이라고 하나봐. 무슨 장애인 차별이야 차별은 우리가 다 받는데 시발.
그래 솔직히 양심이 있었으면 몇 문제 틀려주고 그래야되는거 아니냐?
야 나도 이 새끼 때문에 마음이 되게 아픈데 나도 수행평가 시험 대체해달라고 해볼까?
그래 우리도 휠체어 타고 편하게 좀 다녀보자
찌질해가지고 아무말도 못하는 주제에 뻔뻔한 새끼"
